country,country_code,year,female_life_expectancy
Botswana,BWA,2024.0,71.851
Central African Republic,CAF,2024.0,59.562
Canada,CAN,2024.0,84.29
Central Europe and the Baltics,CEB,2024.0,81.536634092338
Switzerland,CHE,2024.0,86.2
Channel Islands,CHI,2024.0,83.3
Chile,CHL,2024.0,83.228
China,CHN,2024.0,80.966
Cote d'Ivoire,CIV,2024.0,64.311
Cameroon,CMR,2024.0,66.225
"Congo, Dem. Rep.",COD,2024.0,64.23
"Congo, Rep.",COG,2024.0,67.715
Colombia,COL,2024.0,80.613
Comoros,COM,2024.0,69.199
Cabo Verde,CPV,2024.0,79.367
Costa Rica,CRI,2024.0,83.575
Caribbean small states,CSS,2024.0,76.603351296682
Cuba,CUB,2024.0,80.682
Curacao,CUW,2024.0,80.962
Cayman Islands,CYM,2024.0,83.004
Cyprus,CYP,2024.0,83.8
Czechia,CZE,2024.0,83.0
Germany,DEU,2024.0,83.2
Djibouti,DJI,2024.0,68.741
Dominica,DMA,2024.0,74.718
Denmark,DNK,2024.0,84.2
Dominican Republic,DOM,2024.0,77.105
Algeria,DZA,2024.0,77.912
East Asia & Pacific (excluding high income),EAP,2024.0,78.9024694309274
Early-demographic dividend,EAR,2024.0,74.1476005876563
East Asia & Pacific,EAS,2024.0,79.701100392311
Europe & Central Asia (excluding high income),ECA,2024.0,78.520285629909
Europe & Central Asia,ECS,2024.0,81.7878253443376
Ecuador,ECU,2024.0,80.305
"Egypt, Arab Rep.",EGY,2024.0,74.009
Euro area,EMU,2024.0,84.8503446464885
Eritrea,ERI,2024.0,70.944
Spain,ESP,2024.0,86.5
Estonia,EST,2024.0,83.7
Ethiopia,ETH,2024.0,71.021
European Union,EUU,2024.0,84.2185287218725
Fragile and conflict affected situations,FCS,2024.0,65.8068641189681
Finland,FIN,2024.0,85.0
Fiji,FJI,2024.0,69.541
France,FRA,2024.0,85.9
Faroe Islands,FRO,2024.0,84.9146
"Micronesia, Fed. Sts.",FSM,2024.0,71.277
Gabon,GAB,2024.0,71.243
United Kingdom,GBR,2024.0,83.325
Georgia,GEO,2024.0,79.233
Ghana,GHA,2024.0,68.159
Gibraltar,GIB,2024.0,86.192
Guinea,GIN,2024.0,62.085
"Gambia, The",GMB,2024.0,67.752
Guinea-Bissau,GNB,2024.0,66.546
Equatorial Guinea,GNQ,2024.0,65.885
Greece,GRC,2024.0,84.4
Grenada,GRD,2024.0,78.504
Greenland,GRL,2024.0,72.23
Guatemala,GTM,2024.0,75.043
Guam,GUM,2024.0,81.589
Guyana,GUY,2024.0,74.091
High income,HIC,2024.0,83.2419370542119
"Hong Kong SAR, China",HKG,2024.0,88.22
Honduras,HND,2024.0,75.67
Heavily indebted poor countries (HIPC),HPC,2024.0,67.3533014005495
Croatia,HRV,2024.0,81.9
Haiti,HTI,2024.0,68.487
Hungary,HUN,2024.0,79.9
IBRD only,IBD,2024.0,77.2924548477733
IDA & IBRD total,IBT,2024.0,74.6096685822063
IDA total,IDA,2024.0,67.8187617164639
IDA blend,IDB,2024.0,64.353343970572
Indonesia,IDN,2024.0,73.434
IDA only,IDX,2024.0,69.6367909657377
Isle of Man,IMN,2024.0,83.202
India,IND,2024.0,73.856
Ireland,IRL,2024.0,84.7
"Iran, Islamic Rep.",IRN,2024.0,79.81
Iraq,IRQ,2024.0,74.184
Iceland,ISL,2024.0,84.5
Israel,ISR,2024.0,85.4
Italy,ITA,2024.0,86.0
Jamaica,JAM,2024.0,74.146
Jordan,JOR,2024.0,80.335
Japan,JPN,2024.0,87.13
Kazakhstan,KAZ,2024.0,78.515
Kenya,KEN,2024.0,66.122
Kyrgyz Republic,KGZ,2024.0,76.6
Cambodia,KHM,2024.0,73.357
Kiribati,KIR,2024.0,68.324
St. Kitts and Nevis,KNA,2024.0,76.156
"Korea, Rep.",KOR,2024.0,86.6
Kuwait,KWT,2024.0,85.4
Latin America & Caribbean (excluding high income),LAC,2024.0,78.5168232098476
Lao PDR,LAO,2024.0,71.53
Lebanon,LBN,2024.0,79.857
Liberia,LBR,2024.0,63.629
Libya,LBY,2024.0,72.679
St. Lucia,LCA,2024.0,76.45
Latin America & Caribbean,LCN,2024.0,78.6901752129439
Least developed countries: UN classification,LDC,2024.0,69.0737853691428
Low income,LIC,2024.0,66.9302180001948
Liechtenstein,LIE,2024.0,86.3
Sri Lanka,LKA,2024.0,80.746
Lower middle income,LMC,2024.0,71.7464099704476
Low & middle income,LMY,2024.0,74.4731976844617
Lesotho,LSO,2024.0,60.438
Late-demographic dividend,LTE,2024.0,80.4232570130997
Lithuania,LTU,2024.0,81.6
Luxembourg,LUX,2024.0,85.5
Latvia,LVA,2024.0,81.5
"Macao SAR, China",MAC,2024.0,86.2
St. Martin (French part),MAF,2024.0,83.963
Morocco,MAR,2024.0,77.777
Monaco,MCO,2024.0,88.626
Moldova,MDA,2024.0,75.672
Madagascar,MDG,2024.0,65.601
Maldives,MDV,2024.0,83.0
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2024.0,74.3439919049211
Mexico,MEX,2024.0,77.999
Marshall Islands,MHL,2024.0,69.476
Middle income,MIC,2024.0,75.2778033592455
North Macedonia,MKD,2024.0,78.86
Mali,MLI,2024.0,62.15
Malta,MLT,2024.0,84.8
Myanmar,MMR,2024.0,70.378
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2024.0,73.6788964274326
Montenegro,MNE,2024.0,80.4
Mongolia,MNG,2024.0,77.1
Northern Mariana Islands,MNP,2024.0,80.867
Mozambique,MOZ,2024.0,66.743
Mauritania,MRT,2024.0,70.729
Mauritius,MUS,2024.0,77.4
Malawi,MWI,2024.0,70.773
Malaysia,MYS,2024.0,79.521
North America,NAC,2024.0,81.7168589803282
Namibia,NAM,2024.0,71.477
New Caledonia,NCL,2024.0,81.409
Niger,NER,2024.0,62.405
Nigeria,NGA,2024.0,54.939
Nicaragua,NIC,2024.0,77.577
Netherlands,NLD,2024.0,83.4
Norway,NOR,2024.0,84.8
Nepal,NPL,2024.0,72.138
Nauru,NRU,2024.0,64.187
New Zealand,NZL,2024.0,83.7
OECD members,OED,2024.0,82.9913219317246
Oman,OMN,2024.0,82.046
Other small states,OSS,2024.0,76.3855703344643
Pakistan,PAK,2024.0,70.322
Panama,PAN,2024.0,82.707
Peru,PER,2024.0,80.3
Philippines,PHL,2024.0,72.962
Palau,PLW,2024.0,71.943
Papua New Guinea,PNG,2024.0,69.211
Poland,POL,2024.0,82.2
Pre-demographic dividend,PRE,2024.0,64.2128777471862
Puerto Rico (US),PRI,2024.0,85.376
"Korea, Dem. People's Rep.",PRK,2024.0,75.88
Portugal,PRT,2024.0,85.2
Paraguay,PRY,2024.0,77.09
West Bank and Gaza,PSE,2024.0,74.252
Pacific island small states,PSS,2024.0,71.4962009126733
Post-demographic dividend,PST,2024.0,83.7284489974533
French Polynesia,PYF,2024.0,86.624
Qatar,QAT,2024.0,83.479
Romania,ROU,2024.0,80.3
Russian Federation,RUS,2024.0,78.88
Rwanda,RWA,2024.0,70.138
South Asia,SAS,2024.0,74.2248058465562
Saudi Arabia,SAU,2024.0,81.33
Sudan,SDN,2024.0,69.825
Senegal,SEN,2024.0,71.012
Singapore,SGP,2024.0,85.6
Solomon Islands,SLB,2024.0,72.176
Sierra Leone,SLE,2024.0,63.695
El Salvador,SLV,2024.0,76.488
San Marino,SMR,2024.0,87.215
"Somalia, Fed. Rep.",SOM,2024.0,61.551
Serbia,SRB,2024.0,78.35
Sub-Saharan Africa (excluding high income),SSA,2024.0,64.2748019562654
South Sudan,SSD,2024.0,60.749
Sub-Saharan Africa,SSF,2024.0,64.9627402643113
Small states,SST,2024.0,75.7751995974733
Sao Tome and Principe,STP,2024.0,73.909
Suriname,SUR,2024.0,76.979
Slovak Republic,SVK,2024.0,81.7
Slovenia,SVN,2024.0,85.0
Sweden,SWE,2024.0,85.6
Eswatini,SWZ,2024.0,67.106
Sint Maarten (Dutch part),SXM,2024.0,79.656
Seychelles,SYC,2024.0,80.7
Syrian Arab Republic,SYR,2024.0,74.916
Turks and Caicos Islands,TCA,2024.0,80.449
Chad,TCD,2024.0,57.193
East Asia & Pacific (IDA & IBRD countries),TEA,2024.0,78.9410686742634
Europe & Central Asia (IDA & IBRD countries),TEC,2024.0,79.041705602849
Togo,TGO,2024.0,63.151
Thailand,THA,2024.0,80.978
Tajikistan,TJK,2024.0,74.141
Turkmenistan,TKM,2024.0,73.006
Latin America & the Caribbean (IDA & IBRD countries),TLA,2024.0,78.6196732593341
Timor-Leste,TLS,2024.0,69.672
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2024.0,73.6747006710979
Tonga,TON,2024.0,76.543
South Asia (IDA & IBRD),TSA,2024.0,74.2248058465562
Sub-Saharan Africa (IDA & IBRD countries),TSS,2024.0,64.9627402643113
Trinidad and Tobago,TTO,2024.0,76.825
Tunisia,TUN,2024.0,79.332
Turkiye,TUR,2024.0,80.342
Tuvalu,TUV,2024.0,70.86
Tanzania,TZA,2024.0,69.999
Uganda,UGA,2024.0,71.365
Ukraine,UKR,2024.0,79.393
Upper middle income,UMC,2024.0,79.1530529662229
Uruguay,URY,2024.0,82.043
United States,USA,2024.0,81.4
Uzbekistan,UZB,2024.0,75.547
St. Vincent and the Grenadines,VCT,2024.0,74.476
"Venezuela, RB",VEN,2024.0,76.655
British Virgin Islands,VGB,2024.0,80.186
Virgin Islands (U.S.),VIR,2024.0,84.1
Viet Nam,VNM,2024.0,79.382
Vanuatu,VUT,2024.0,74.113
World,WLD,2024.0,75.9711455767819
Samoa,WSM,2024.0,73.822
Kosovo,XKX,2024.0,80.281
"Yemen, Rep.",YEM,2024.0,71.549
South Africa,ZAF,2024.0,69.792
Zambia,ZMB,2024.0,68.874
Zimbabwe,ZWE,2024.0,65.313
