country,country_code,region,income_group,year,WBL INDEX,can_choose_residence,can_travel_domestic,can_apply_passport,can_travel_abroad,get_job,no_gender_discrimination_employment,sexual_harassment_legislation,sexual_harassment_penalties,no_gender_discrimination_credit,can_sign_contract,can_register_business,can_open_bank_account
Brunei Darussalam,BRN,East Asia & Pacific,High income,2022,53.1,0,0,1,1,1,0,0,0,0,1,1,1
Brunei Darussalam,BRN,East Asia & Pacific,High income,2023,53.1,0,0,1,1,1,0,0,0,0,1,1,1
Brunei Darussalam,BRN,East Asia & Pacific,High income,2024,53.1,0,0,1,1,1,0,0,0,0,1,1,1
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2015,90.6,1,1,1,1,1,1,1,1,1,1,1,1
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2016,90.6,1,1,1,1,1,1,1,1,1,1,1,1
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2017,90.6,1,1,1,1,1,1,1,1,1,1,1,1
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2018,90.6,1,1,1,1,1,1,1,1,1,1,1,1
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2019,90.6,1,1,1,1,1,1,1,1,1,1,1,1
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2020,90.6,1,1,1,1,1,1,1,1,1,1,1,1
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2021,90.6,1,1,1,1,1,1,1,1,1,1,1,1
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2022,90.6,1,1,1,1,1,1,1,1,1,1,1,1
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2023,90.6,1,1,1,1,1,1,1,1,1,1,1,1
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2024,90.6,1,1,1,1,1,1,1,1,1,1,1,1
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2015,76.9,0,1,1,1,1,1,1,1,0,1,1,1
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2016,76.9,0,1,1,1,1,1,1,1,0,1,1,1
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2017,76.9,0,1,1,1,1,1,1,1,0,1,1,1
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2018,76.9,0,1,1,1,1,1,1,1,0,1,1,1
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2019,82.5,0,1,1,1,1,1,1,1,1,1,1,1
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2020,82.5,0,1,1,1,1,1,1,1,1,1,1,1
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2021,82.5,0,1,1,1,1,1,1,1,1,1,1,1
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2022,82.5,0,1,1,1,1,1,1,1,1,1,1,1
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2023,82.5,0,1,1,1,1,1,1,1,1,1,1,1
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2024,82.5,0,1,1,1,1,1,1,1,1,1,1,1
Burundi,BDI,Sub-Saharan Africa,Low income,2015,73.1,1,1,1,1,1,1,1,1,0,1,1,1
Burundi,BDI,Sub-Saharan Africa,Low income,2016,73.1,1,1,1,1,1,1,1,1,0,1,1,1
Burundi,BDI,Sub-Saharan Africa,Low income,2017,73.1,1,1,1,1,1,1,1,1,0,1,1,1
Burundi,BDI,Sub-Saharan Africa,Low income,2018,73.1,1,1,1,1,1,1,1,1,0,1,1,1
Burundi,BDI,Sub-Saharan Africa,Low income,2019,73.1,1,1,1,1,1,1,1,1,0,1,1,1
Burundi,BDI,Sub-Saharan Africa,Low income,2020,73.1,1,1,1,1,1,1,1,1,0,1,1,1
Burundi,BDI,Sub-Saharan Africa,Low income,2021,73.1,1,1,1,1,1,1,1,1,0,1,1,1
Burundi,BDI,Sub-Saharan Africa,Low income,2022,76.3,1,1,1,1,1,1,1,1,0,1,1,1
Burundi,BDI,Sub-Saharan Africa,Low income,2023,76.3,1,1,1,1,1,1,1,1,0,1,1,1
Burundi,BDI,Sub-Saharan Africa,Low income,2024,76.3,1,1,1,1,1,1,1,1,0,1,1,1
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2015,86.3,1,1,1,1,1,1,1,1,1,1,1,1
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2016,86.3,1,1,1,1,1,1,1,1,1,1,1,1
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2017,86.3,1,1,1,1,1,1,1,1,1,1,1,1
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2018,86.3,1,1,1,1,1,1,1,1,1,1,1,1
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2019,86.3,1,1,1,1,1,1,1,1,1,1,1,1
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2020,86.3,1,1,1,1,1,1,1,1,1,1,1,1
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2021,86.3,1,1,1,1,1,1,1,1,1,1,1,1
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2022,86.3,1,1,1,1,1,1,1,1,1,1,1,1
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2023,86.3,1,1,1,1,1,1,1,1,1,1,1,1
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2024,86.3,1,1,1,1,1,1,1,1,1,1,1,1
Cambodia,KHM,East Asia & Pacific,Lower middle income,2015,75.0,1,1,1,1,1,1,1,1,1,1,1,1
Cambodia,KHM,East Asia & Pacific,Lower middle income,2016,75.0,1,1,1,1,1,1,1,1,1,1,1,1
Cambodia,KHM,East Asia & Pacific,Lower middle income,2017,75.0,1,1,1,1,1,1,1,1,1,1,1,1
Cambodia,KHM,East Asia & Pacific,Lower middle income,2018,75.0,1,1,1,1,1,1,1,1,1,1,1,1
Cambodia,KHM,East Asia & Pacific,Lower middle income,2019,75.0,1,1,1,1,1,1,1,1,1,1,1,1
Cambodia,KHM,East Asia & Pacific,Lower middle income,2020,75.0,1,1,1,1,1,1,1,1,1,1,1,1
Cambodia,KHM,East Asia & Pacific,Lower middle income,2021,75.0,1,1,1,1,1,1,1,1,1,1,1,1
Cambodia,KHM,East Asia & Pacific,Lower middle income,2022,81.3,1,1,1,1,1,1,1,1,1,1,1,1
Cambodia,KHM,East Asia & Pacific,Lower middle income,2023,81.3,1,1,1,1,1,1,1,1,1,1,1,1
Cambodia,KHM,East Asia & Pacific,Lower middle income,2024,81.3,1,1,1,1,1,1,1,1,1,1,1,1
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2015,50.6,0,1,0,1,0,0,0,0,0,1,1,0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2016,50.6,0,1,0,1,0,0,0,0,0,1,1,0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2017,50.6,0,1,0,1,0,0,0,0,0,1,1,0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2018,60.0,0,1,0,1,0,1,1,1,0,1,1,0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2019,60.0,0,1,0,1,0,1,1,1,0,1,1,0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2020,60.0,0,1,0,1,0,1,1,1,0,1,1,0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2021,60.0,0,1,0,1,0,1,1,1,0,1,1,0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2022,60.0,0,1,0,1,0,1,1,1,0,1,1,0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2023,60.0,0,1,0,1,0,1,1,1,0,1,1,0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2024,60.0,0,1,0,1,0,1,1,1,0,1,1,0
Canada,CAN,High income: OECD,High income,2015,97.5,1,1,1,1,1,1,1,1,1,1,1,1
Canada,CAN,High income: OECD,High income,2016,97.5,1,1,1,1,1,1,1,1,1,1,1,1
Canada,CAN,High income: OECD,High income,2017,97.5,1,1,1,1,1,1,1,1,1,1,1,1
Canada,CAN,High income: OECD,High income,2018,97.5,1,1,1,1,1,1,1,1,1,1,1,1
Canada,CAN,High income: OECD,High income,2019,97.5,1,1,1,1,1,1,1,1,1,1,1,1
Canada,CAN,High income: OECD,High income,2020,100.0,1,1,1,1,1,1,1,1,1,1,1,1
Canada,CAN,High income: OECD,High income,2021,100.0,1,1,1,1,1,1,1,1,1,1,1,1
Canada,CAN,High income: OECD,High income,2022,100.0,1,1,1,1,1,1,1,1,1,1,1,1
Canada,CAN,High income: OECD,High income,2023,100.0,1,1,1,1,1,1,1,1,1,1,1,1
Canada,CAN,High income: OECD,High income,2024,100.0,1,1,1,1,1,1,1,1,1,1,1,1
Central African Republic,CAF,Sub-Saharan Africa,Low income,2015,77.5,0,1,1,1,1,1,1,1,0,1,1,1
Central African Republic,CAF,Sub-Saharan Africa,Low income,2016,77.5,0,1,1,1,1,1,1,1,0,1,1,1
Central African Republic,CAF,Sub-Saharan Africa,Low income,2017,77.5,0,1,1,1,1,1,1,1,0,1,1,1
Central African Republic,CAF,Sub-Saharan Africa,Low income,2018,77.5,0,1,1,1,1,1,1,1,0,1,1,1
Central African Republic,CAF,Sub-Saharan Africa,Low income,2019,77.5,0,1,1,1,1,1,1,1,0,1,1,1
Central African Republic,CAF,Sub-Saharan Africa,Low income,2020,77.5,0,1,1,1,1,1,1,1,0,1,1,1
Central African Republic,CAF,Sub-Saharan Africa,Low income,2021,77.5,0,1,1,1,1,1,1,1,0,1,1,1
Central African Republic,CAF,Sub-Saharan Africa,Low income,2022,77.5,0,1,1,1,1,1,1,1,0,1,1,1
Central African Republic,CAF,Sub-Saharan Africa,Low income,2023,77.5,0,1,1,1,1,1,1,1,0,1,1,1
Central African Republic,CAF,Sub-Saharan Africa,Low income,2024,77.5,0,1,1,1,1,1,1,1,0,1,1,1
Chad,TCD,Sub-Saharan Africa,Low income,2015,57.5,0,1,1,1,0,1,0,0,0,1,1,0
Chad,TCD,Sub-Saharan Africa,Low income,2016,57.5,0,1,1,1,0,1,0,0,0,1,1,0
Chad,TCD,Sub-Saharan Africa,Low income,2017,57.5,0,1,1,1,0,1,0,0,0,1,1,0
Chad,TCD,Sub-Saharan Africa,Low income,2018,66.3,0,1,1,1,0,1,1,1,0,1,1,0
Chad,TCD,Sub-Saharan Africa,Low income,2019,66.3,0,1,1,1,0,1,1,1,0,1,1,0
Chad,TCD,Sub-Saharan Africa,Low income,2020,66.3,0,1,1,1,0,1,1,1,0,1,1,0
Chad,TCD,Sub-Saharan Africa,Low income,2021,66.3,0,1,1,1,0,1,1,1,0,1,1,0
Chad,TCD,Sub-Saharan Africa,Low income,2022,66.3,0,1,1,1,0,1,1,1,0,1,1,0
Chad,TCD,Sub-Saharan Africa,Low income,2023,66.3,0,1,1,1,0,1,1,1,0,1,1,0
Chad,TCD,Sub-Saharan Africa,Low income,2024,66.3,0,1,1,1,0,1,1,1,0,1,1,0
Chile,CHL,High income: OECD,High income,2015,77.5,1,1,1,1,1,1,1,0,0,1,1,1
Chile,CHL,High income: OECD,High income,2016,77.5,1,1,1,1,1,1,1,0,0,1,1,1
Chile,CHL,High income: OECD,High income,2017,77.5,1,1,1,1,1,1,1,0,0,1,1,1
Chile,CHL,High income: OECD,High income,2018,77.5,1,1,1,1,1,1,1,0,0,1,1,1
Chile,CHL,High income: OECD,High income,2019,77.5,1,1,1,1,1,1,1,0,0,1,1,1
Chile,CHL,High income: OECD,High income,2020,77.5,1,1,1,1,1,1,1,0,0,1,1,1
Chile,CHL,High income: OECD,High income,2021,80.0,1,1,1,1,1,1,1,0,0,1,1,1
Chile,CHL,High income: OECD,High income,2022,80.0,1,1,1,1,1,1,1,0,0,1,1,1
Chile,CHL,High income: OECD,High income,2023,80.0,1,1,1,1,1,1,1,0,0,1,1,1
Chile,CHL,High income: OECD,High income,2024,80.0,1,1,1,1,1,1,1,0,0,1,1,1
China,CHN,East Asia & Pacific,Upper middle income,2015,75.6,1,1,1,1,1,1,1,1,0,1,1,1
China,CHN,East Asia & Pacific,Upper middle income,2016,75.6,1,1,1,1,1,1,1,1,0,1,1,1
China,CHN,East Asia & Pacific,Upper middle income,2017,75.6,1,1,1,1,1,1,1,1,0,1,1,1
China,CHN,East Asia & Pacific,Upper middle income,2018,75.6,1,1,1,1,1,1,1,1,0,1,1,1
China,CHN,East Asia & Pacific,Upper middle income,2019,75.6,1,1,1,1,1,1,1,1,0,1,1,1
China,CHN,East Asia & Pacific,Upper middle income,2020,75.6,1,1,1,1,1,1,1,1,0,1,1,1
China,CHN,East Asia & Pacific,Upper middle income,2021,75.6,1,1,1,1,1,1,1,1,0,1,1,1
China,CHN,East Asia & Pacific,Upper middle income,2022,75.6,1,1,1,1,1,1,1,1,0,1,1,1
China,CHN,East Asia & Pacific,Upper middle income,2023,78.1,1,1,1,1,1,1,1,1,0,1,1,1
China,CHN,East Asia & Pacific,Upper middle income,2024,78.1,1,1,1,1,1,1,1,1,0,1,1,1
Colombia,COL,Latin America & Caribbean,Upper middle income,2015,78.8,1,1,1,1,1,1,1,1,0,1,1,1
Colombia,COL,Latin America & Caribbean,Upper middle income,2016,78.8,1,1,1,1,1,1,1,1,0,1,1,1
Colombia,COL,Latin America & Caribbean,Upper middle income,2017,78.8,1,1,1,1,1,1,1,1,0,1,1,1
Colombia,COL,Latin America & Caribbean,Upper middle income,2018,81.9,1,1,1,1,1,1,1,1,0,1,1,1
Colombia,COL,Latin America & Caribbean,Upper middle income,2019,81.9,1,1,1,1,1,1,1,1,0,1,1,1
Colombia,COL,Latin America & Caribbean,Upper middle income,2020,81.9,1,1,1,1,1,1,1,1,0,1,1,1
Colombia,COL,Latin America & Caribbean,Upper middle income,2021,81.9,1,1,1,1,1,1,1,1,0,1,1,1
Colombia,COL,Latin America & Caribbean,Upper middle income,2022,84.4,1,1,1,1,1,1,1,1,0,1,1,1
Colombia,COL,Latin America & Caribbean,Upper middle income,2023,84.4,1,1,1,1,1,1,1,1,0,1,1,1
Colombia,COL,Latin America & Caribbean,Upper middle income,2024,84.4,1,1,1,1,1,1,1,1,0,1,1,1
Comoros,COM,Sub-Saharan Africa,Lower middle income,2015,56.3,0,1,1,1,0,1,1,1,0,1,1,1
Comoros,COM,Sub-Saharan Africa,Lower middle income,2016,65.0,0,1,1,1,0,1,1,1,0,1,1,1
Comoros,COM,Sub-Saharan Africa,Lower middle income,2017,65.0,0,1,1,1,0,1,1,1,0,1,1,1
Comoros,COM,Sub-Saharan Africa,Lower middle income,2018,65.0,0,1,1,1,0,1,1,1,0,1,1,1
Comoros,COM,Sub-Saharan Africa,Lower middle income,2019,65.0,0,1,1,1,0,1,1,1,0,1,1,1
Comoros,COM,Sub-Saharan Africa,Lower middle income,2020,65.0,0,1,1,1,0,1,1,1,0,1,1,1
Comoros,COM,Sub-Saharan Africa,Lower middle income,2021,65.0,0,1,1,1,0,1,1,1,0,1,1,1
Comoros,COM,Sub-Saharan Africa,Lower middle income,2022,65.0,0,1,1,1,0,1,1,1,0,1,1,1
Comoros,COM,Sub-Saharan Africa,Lower middle income,2023,65.0,0,1,1,1,0,1,1,1,0,1,1,1
Comoros,COM,Sub-Saharan Africa,Lower middle income,2024,65.0,0,1,1,1,0,1,1,1,0,1,1,1
"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,2015,42.5,0,1,1,1,0,0,1,1,0,0,0,0
"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,2016,42.5,0,1,1,1,0,0,1,1,0,0,0,0
"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,2017,48.8,0,1,1,1,0,1,1,1,1,0,0,0
"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,2018,70.0,1,1,1,1,1,1,1,1,1,1,1,1
"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,2019,70.0,1,1,1,1,1,1,1,1,1,1,1,1
"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,2020,78.8,1,1,1,1,1,1,1,1,1,1,1,1
"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,2021,78.8,1,1,1,1,1,1,1,1,1,1,1,1
"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,2022,78.8,1,1,1,1,1,1,1,1,1,1,1,1
"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,2023,78.8,1,1,1,1,1,1,1,1,1,1,1,1
"Congo, Dem. Rep.",ZAR,Sub-Saharan Africa,Low income,2024,78.8,1,1,1,1,1,1,1,1,1,1,1,1
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2015,49.4,0,1,0,1,1,0,0,0,0,1,1,1
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2016,49.4,0,1,0,1,1,0,0,0,0,1,1,1
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2017,49.4,0,1,0,1,1,0,0,0,0,1,1,1
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2018,49.4,0,1,0,1,1,0,0,0,0,1,1,1
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2019,49.4,0,1,0,1,1,0,0,0,0,1,1,1
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2020,49.4,0,1,0,1,1,0,0,0,0,1,1,1
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2021,49.4,0,1,0,1,1,0,0,0,0,1,1,1
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2022,49.4,0,1,0,1,1,0,0,0,0,1,1,1
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2023,58.1,0,1,0,1,1,0,1,1,0,1,1,1
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2024,58.1,0,1,0,1,1,0,1,1,0,1,1,1
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2015,80.0,1,1,1,1,1,1,1,1,0,1,1,1
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2016,80.0,1,1,1,1,1,1,1,1,0,1,1,1
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2017,80.0,1,1,1,1,1,1,1,1,0,1,1,1
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2018,80.0,1,1,1,1,1,1,1,1,0,1,1,1
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2019,80.0,1,1,1,1,1,1,1,1,0,1,1,1
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2020,83.1,1,1,1,1,1,1,1,1,0,1,1,1
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2021,86.3,1,1,1,1,1,1,1,1,0,1,1,1
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2022,86.3,1,1,1,1,1,1,1,1,0,1,1,1
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2023,91.9,1,1,1,1,1,1,1,1,0,1,1,1
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2024,91.9,1,1,1,1,1,1,1,1,0,1,1,1
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2015,81.3,1,1,1,1,1,1,1,1,0,1,1,1
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2016,81.3,1,1,1,1,1,1,1,1,0,1,1,1
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2017,81.3,1,1,1,1,1,1,1,1,0,1,1,1
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2018,81.3,1,1,1,1,1,1,1,1,0,1,1,1
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2019,78.1,1,1,1,1,1,1,1,1,0,1,1,1
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2020,83.1,1,1,1,1,1,1,1,1,0,1,1,1
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2021,83.1,1,1,1,1,1,1,1,1,0,1,1,1
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2022,83.1,1,1,1,1,1,1,1,1,0,1,1,1
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2023,95.0,1,1,1,1,1,1,1,1,1,1,1,1
Côte d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2024,95.0,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,Europe & Central Asia,High income,2015,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,Europe & Central Asia,High income,2016,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,Europe & Central Asia,High income,2017,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,Europe & Central Asia,High income,2018,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,Europe & Central Asia,High income,2019,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,Europe & Central Asia,High income,2020,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,Europe & Central Asia,High income,2021,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,Europe & Central Asia,High income,2022,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,Europe & Central Asia,High income,2023,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,HRV,Europe & Central Asia,High income,2024,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Cyprus,CYP,Europe & Central Asia,High income,2015,88.8,1,1,0,1,1,1,1,1,1,1,1,1
Cyprus,CYP,Europe & Central Asia,High income,2016,88.8,1,1,0,1,1,1,1,1,1,1,1,1
Cyprus,CYP,Europe & Central Asia,High income,2017,88.8,1,1,0,1,1,1,1,1,1,1,1,1
Cyprus,CYP,Europe & Central Asia,High income,2018,88.8,1,1,0,1,1,1,1,1,1,1,1,1
Cyprus,CYP,Europe & Central Asia,High income,2019,91.3,1,1,0,1,1,1,1,1,1,1,1,1
Cyprus,CYP,Europe & Central Asia,High income,2020,91.3,1,1,0,1,1,1,1,1,1,1,1,1
Cyprus,CYP,Europe & Central Asia,High income,2021,91.3,1,1,0,1,1,1,1,1,1,1,1,1
Cyprus,CYP,Europe & Central Asia,High income,2022,94.4,1,1,1,1,1,1,1,1,1,1,1,1
Cyprus,CYP,Europe & Central Asia,High income,2023,94.4,1,1,1,1,1,1,1,1,1,1,1,1
Cyprus,CYP,Europe & Central Asia,High income,2024,96.9,1,1,1,1,1,1,1,1,1,1,1,1
Czechia,CZE,High income: OECD,High income,2015,91.3,1,1,1,1,1,1,1,1,1,1,1,1
Czechia,CZE,High income: OECD,High income,2016,91.3,1,1,1,1,1,1,1,1,1,1,1,1
Czechia,CZE,High income: OECD,High income,2017,91.3,1,1,1,1,1,1,1,1,1,1,1,1
Czechia,CZE,High income: OECD,High income,2018,91.3,1,1,1,1,1,1,1,1,1,1,1,1
Czechia,CZE,High income: OECD,High income,2019,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Czechia,CZE,High income: OECD,High income,2020,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Czechia,CZE,High income: OECD,High income,2021,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Czechia,CZE,High income: OECD,High income,2022,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Czechia,CZE,High income: OECD,High income,2023,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Czechia,CZE,High income: OECD,High income,2024,93.8,1,1,1,1,1,1,1,1,1,1,1,1
Denmark,DNK,High income: OECD,High income,2015,100.0,1,1,1,1,1,1,1,1,1,1,1,1
Denmark,DNK,High income: OECD,High income,2016,100.0,1,1,1,1,1,1,1,1,1,1,1,1
Denmark,DNK,High income: OECD,High income,2017,100.0,1,1,1,1,1,1,1,1,1,1,1,1
Denmark,DNK,High income: OECD,High income,2018,100.0,1,1,1,1,1,1,1,1,1,1,1,1
Denmark,DNK,High income: OECD,High income,2019,100.0,1,1,1,1,1,1,1,1,1,1,1,1
Denmark,DNK,High income: OECD,High income,2020,100.0,1,1,1,1,1,1,1,1,1,1,1,1
Denmark,DNK,High income: OECD,High income,2021,100.0,1,1,1,1,1,1,1,1,1,1,1,1
Denmark,DNK,High income: OECD,High income,2022,100.0,1,1,1,1,1,1,1,1,1,1,1,1
Denmark,DNK,High income: OECD,High income,2023,100.0,1,1,1,1,1,1,1,1,1,1,1,1
Denmark,DNK,High income: OECD,High income,2024,100.0,1,1,1,1,1,1,1,1,1,1,1,1
Djibouti,DJI,Middle East & North Africa,Lower middle income,2015,62.5,1,1,1,1,1,1,0,0,1,1,1,1
Djibouti,DJI,Middle East & North Africa,Lower middle income,2016,62.5,1,1,1,1,1,1,0,0,1,1,1,1
Djibouti,DJI,Middle East & North Africa,Lower middle income,2017,62.5,1,1,1,1,1,1,0,0,1,1,1,1
Djibouti,DJI,Middle East & North Africa,Lower middle income,2018,62.5,1,1,1,1,1,1,0,0,1,1,1,1
Djibouti,DJI,Middle East & North Africa,Lower middle income,2019,65.0,1,1,1,1,1,1,0,0,1,1,1,1
Djibouti,DJI,Middle East & North Africa,Lower middle income,2020,71.3,1,1,1,1,1,1,1,1,1,1,1,1
Djibouti,DJI,Middle East & North Africa,Lower middle income,2021,71.3,1,1,1,1,1,1,1,1,1,1,1,1
Djibouti,DJI,Middle East & North Africa,Lower middle income,2022,71.3,1,1,1,1,1,1,1,1,1,1,1,1
Djibouti,DJI,Middle East & North Africa,Lower middle income,2023,71.3,1,1,1,1,1,1,1,1,1,1,1,1
Djibouti,DJI,Middle East & North Africa,Lower middle income,2024,71.3,1,1,1,1,1,1,1,1,1,1,1,1
Dominica,DMA,Latin America & Caribbean,Upper middle income,2015,62.5,1,1,0,1,1,0,0,0,0,1,1,1
Dominica,DMA,Latin America & Caribbean,Upper middle income,2016,62.5,1,1,0,1,1,0,0,0,0,1,1,1
Dominica,DMA,Latin America & Caribbean,Upper middle income,2017,62.5,1,1,0,1,1,0,0,0,0,1,1,1
Dominica,DMA,Latin America & Caribbean,Upper middle income,2018,62.5,1,1,0,1,1,0,0,0,0,1,1,1
Dominica,DMA,Latin America & Caribbean,Upper middle income,2019,62.5,1,1,0,1,1,0,0,0,0,1,1,1
Dominica,DMA,Latin America & Caribbean,Upper middle income,2020,62.5,1,1,0,1,1,0,0,0,0,1,1,1
Dominica,DMA,Latin America & Caribbean,Upper middle income,2021,62.5,1,1,0,1,1,0,0,0,0,1,1,1
Dominica,DMA,Latin America & Caribbean,Upper middle income,2022,62.5,1,1,0,1,1,0,0,0,0,1,1,1
Dominica,DMA,Latin America & Caribbean,Upper middle income,2023,62.5,1,1,0,1,1,0,0,0,0,1,1,1
Dominica,DMA,Latin America & Caribbean,Upper middle income,2024,62.5,1,1,0,1,1,0,0,0,0,1,1,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2015,78.1,1,1,1,1,1,1,1,1,0,1,1,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2016,83.8,1,1,1,1,1,1,1,1,1,1,1,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2017,83.8,1,1,1,1,1,1,1,1,1,1,1,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2018,86.3,1,1,1,1,1,1,1,1,1,1,1,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2019,86.3,1,1,1,1,1,1,1,1,1,1,1,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2020,86.3,1,1,1,1,1,1,1,1,1,1,1,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2021,86.3,1,1,1,1,1,1,1,1,1,1,1,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2022,86.3,1,1,1,1,1,1,1,1,1,1,1,1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2023,86.3,1,1,1,1,1,1,1,1,1,1,1,1
