country,country_code,year,school_enrollment_secondary_female_rate
Suriname,SUR,2021.0,70.7176818847656
Slovak Republic,SVK,2021.0,91.8019866943359
Slovenia,SVN,2021.0,108.541328430176
Sweden,SWE,2021.0,146.834045410156
Seychelles,SYC,2021.0,104.619930163846
Syrian Arab Republic,SYR,2021.0,41.2969818115234
Turks and Caicos Islands,TCA,2021.0,87.9500427246094
Chad,TCD,2021.0,17.2672329408201
East Asia & Pacific (IDA & IBRD countries),TEA,2021.0,90.1944808959961
Europe & Central Asia (IDA & IBRD countries),TEC,2021.0,96.7162628173828
Togo,TGO,2021.0,56.962123807999
Thailand,THA,2021.0,88.4176900305973
Tajikistan,TJK,2021.0,84.6863463051504
Turkmenistan,TKM,2021.0,90.9738998413086
Latin America & the Caribbean (IDA & IBRD countries),TLA,2021.0,100.692810058594
Tonga,TON,2021.0,106.296201886311
South Asia (IDA & IBRD),TSA,2021.0,78.1247634887695
Sub-Saharan Africa (IDA & IBRD countries),TSS,2021.0,43.4628715515137
Turkiye,TUR,2021.0,113.14852142334
Tuvalu,TUV,2021.0,96.5023847376789
Tanzania,TZA,2021.0,29.2047595977783
Ukraine,UKR,2021.0,85.0508078338962
Upper middle income,UMC,2021.0,96.4112930297852
Uruguay,URY,2021.0,127.390487491348
United States,USA,2021.0,101.344367980957
Uzbekistan,UZB,2021.0,96.6067427080091
St. Vincent and the Grenadines,VCT,2021.0,130.800877674164
British Virgin Islands,VGB,2021.0,71.9810040705563
Viet Nam,VNM,2021.0,90.3080638471257
Vanuatu,VUT,2021.0,64.2566909790039
World,WLD,2021.0,76.4972991943359
South Africa,ZAF,2021.0,111.094585540701
Aruba,ABW,2022.0,140.441833496094
Africa Eastern and Southern,AFE,2022.0,42.9131698608398
Africa Western and Central,AFW,2022.0,44.9384689331055
Albania,ALB,2022.0,93.2280956589459
Andorra,AND,2022.0,98.0160369873047
Arab World,ARB,2022.0,68.3780136108398
United Arab Emirates,ARE,2022.0,98.9789962768555
Argentina,ARG,2022.0,117.566009521484
Armenia,ARM,2022.0,90.1215425051106
Antigua and Barbuda,ATG,2022.0,107.737361282367
Australia,AUS,2022.0,130.563079833984
Austria,AUT,2022.0,100.453628540039
Azerbaijan,AZE,2022.0,88.7876201854696
Belgium,BEL,2022.0,151.826583862305
Benin,BEN,2022.0,40.2818489074707
Burkina Faso,BFA,2022.0,36.1300743115017
Bangladesh,BGD,2022.0,72.2731144156835
Bulgaria,BGR,2022.0,95.5302886962891
Bahrain,BHR,2022.0,106.466008925534
Bosnia and Herzegovina,BIH,2022.0,89.2550964355469
Belarus,BLR,2022.0,97.7828329479802
Belize,BLZ,2022.0,89.0278593037432
Bolivia,BOL,2022.0,90.3370506966397
Brazil,BRA,2022.0,108.587013244629
Barbados,BRB,2022.0,106.201553344727
Bhutan,BTN,2022.0,98.562791614893
Canada,CAN,2022.0,108.356742858887
Central Europe and the Baltics,CEB,2022.0,99.9802322387695
Switzerland,CHE,2022.0,101.519386291504
Chile,CHL,2022.0,105.129852294922
Cote d'Ivoire,CIV,2022.0,52.166846663702
Cameroon,CMR,2022.0,43.2072311629303
Colombia,COL,2022.0,103.587738037109
Comoros,COM,2022.0,56.4125595092773
Cabo Verde,CPV,2022.0,103.582593697222
Costa Rica,CRI,2022.0,138.920425415039
Caribbean small states,CSS,2022.0,86.8843231201172
Cuba,CUB,2022.0,104.243159338676
Cayman Islands,CYM,2022.0,84.132682800293
Cyprus,CYP,2022.0,103.748672485352
Czechia,CZE,2022.0,103.715873718262
Germany,DEU,2022.0,97.7000427246094
Dominica,DMA,2022.0,100.132102966309
Denmark,DNK,2022.0,129.684188842773
Dominican Republic,DOM,2022.0,80.1246063749448
Algeria,DZA,2022.0,106.153022766113
East Asia & Pacific (excluding high income),EAP,2022.0,91.0241012573242
Early-demographic dividend,EAR,2022.0,77.3045883178711
East Asia & Pacific,EAS,2022.0,92.0620269775391
Europe & Central Asia (excluding high income),ECA,2022.0,98.3514022827148
Europe & Central Asia,ECS,2022.0,102.949150085449
Ecuador,ECU,2022.0,95.6203503719702
Euro area,EMU,2022.0,108.541839599609
Eritrea,ERI,2022.0,40.2760810852051
Spain,ESP,2022.0,122.008041381836
Estonia,EST,2022.0,114.788101196289
European Union,EUU,2022.0,107.83553314209
Fragile and conflict affected situations,FCS,2022.0,44.5880584716797
Finland,FIN,2022.0,153.241073608398
Fiji,FJI,2022.0,96.1407038662342
France,FRA,2022.0,104.633659362793
United Kingdom,GBR,2022.0,115.081817626953
Georgia,GEO,2022.0,100.530264984786
Ghana,GHA,2022.0,77.9574778013858
Gibraltar,GIB,2022.0,70.1354675292969
Greece,GRC,2022.0,105.123413085938
Guatemala,GTM,2022.0,46.8427646987635
High income,HIC,2022.0,104.096839904785
"Hong Kong SAR, China",HKG,2022.0,103.838896020539
Honduras,HND,2022.0,59.2098503112793
Heavily indebted poor countries (HIPC),HPC,2022.0,39.2724304199219
Croatia,HRV,2022.0,108.496017456055
Hungary,HUN,2022.0,102.312553405762
IBRD only,IBD,2022.0,88.8826370239258
IDA & IBRD total,IBT,2022.0,73.7423477172852
IDA total,IDA,2022.0,47.1027297973633
IDA blend,IDB,2022.0,45.8226890563965
Indonesia,IDN,2022.0,98.185474262024
IDA only,IDX,2022.0,47.9579582214355
India,IND,2022.0,80.4518698611689
Ireland,IRL,2022.0,136.129119873047
"Iran, Islamic Rep.",IRN,2022.0,85.9843673706055
Iceland,ISL,2022.0,110.178550720215
Israel,ISR,2022.0,98.9096984863281
Italy,ITA,2022.0,100.924369812012
Jamaica,JAM,2022.0,82.8671722412109
Jordan,JOR,2022.0,93.4988532874014
Japan,JPN,2022.0,101.571006774902
Kazakhstan,KAZ,2022.0,93.6981837228001
Kenya,KEN,2022.0,83.4337197590316
Cambodia,KHM,2022.0,59.850293235261
Kiribati,KIR,2022.0,95.0484764542936
St. Kitts and Nevis,KNA,2022.0,115.003099814011
"Korea, Rep.",KOR,2022.0,97.5669174194336
Latin America & Caribbean (excluding high income),LAC,2022.0,100.081932067871
Lao PDR,LAO,2022.0,55.9171927545616
Lebanon,LBN,2022.0,68.0329956698082
St. Lucia,LCA,2022.0,91.6141891479492
Latin America & Caribbean,LCN,2022.0,100.203941345215
Least developed countries: UN classification,LDC,2022.0,45.675838470459
Low income,LIC,2022.0,37.7314682006836
Sri Lanka,LKA,2022.0,90.6491955714904
Lower middle income,LMC,2022.0,68.3247604370117
Low & middle income,LMY,2022.0,73.4827575683594
Late-demographic dividend,LTE,2022.0,94.3606567382812
Lithuania,LTU,2022.0,105.173408508301
Luxembourg,LUX,2022.0,109.018447875977
Latvia,LVA,2022.0,105.172348022461
"Macao SAR, China",MAC,2022.0,89.5705128205128
Morocco,MAR,2022.0,83.2706329144956
Moldova,MDA,2022.0,97.3920322268435
Maldives,MDV,2022.0,79.1463748290014
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2022.0,59.6928901672363
Mexico,MEX,2022.0,104.8212890625
Marshall Islands,MHL,2022.0,97.5043334960938
Middle income,MIC,2022.0,79.257942199707
North Macedonia,MKD,2022.0,91.6712875366211
Malta,MLT,2022.0,102.699798583984
Montenegro,MNE,2022.0,93.450813293457
Mongolia,MNG,2022.0,96.3042193568297
Malawi,MWI,2022.0,35.8626281732909
Malaysia,MYS,2022.0,82.2986504789168
North America,NAC,2022.0,99.5094299316406
Namibia,NAM,2022.0,86.1980083129179
Netherlands,NLD,2022.0,140.989440917969
Norway,NOR,2022.0,117.932258605957
Nepal,NPL,2022.0,84.9171356280891
Nauru,NRU,2022.0,100.421348571777
New Zealand,NZL,2022.0,117.863876342773
OECD members,OED,2022.0,106.403388977051
Oman,OMN,2022.0,91.191469277966
Other small states,OSS,2022.0,75.7426071166992
Pakistan,PAK,2022.0,37.4490104990348
Peru,PER,2022.0,103.652191162109
Philippines,PHL,2022.0,93.8565182415521
Palau,PLW,2022.0,88.5593220338983
Poland,POL,2022.0,107.567939758301
Pre-demographic dividend,PRE,2022.0,41.452709197998
Portugal,PRT,2022.0,121.729446411133
Paraguay,PRY,2022.0,87.3263168334961
West Bank and Gaza,PSE,2022.0,92.7547421358175
Pacific island small states,PSS,2022.0,80.4202423095703
Post-demographic dividend,PST,2022.0,104.618598937988
Qatar,QAT,2022.0,103.828099708644
Romania,ROU,2022.0,83.2872314453125
Russian Federation,RUS,2022.0,91.9435067815037
Rwanda,RWA,2022.0,47.5004278023246
South Asia,SAS,2022.0,79.9995727539062
Saudi Arabia,SAU,2022.0,120.79801594321
Senegal,SEN,2022.0,51.0293572947889
Singapore,SGP,2022.0,102.73547410258
El Salvador,SLV,2022.0,68.410512155513
San Marino,SMR,2022.0,59.4007490636704
Serbia,SRB,2022.0,95.2010726928711
Sub-Saharan Africa (excluding high income),SSA,2022.0,43.7772483825684
Sub-Saharan Africa,SSF,2022.0,43.7793312072754
Small states,SST,2022.0,77.6589813232422
Suriname,SUR,2022.0,78.089997077636
Slovak Republic,SVK,2022.0,92.8732299804688
Slovenia,SVN,2022.0,108.789093017578
Sweden,SWE,2022.0,148.988021850586
Seychelles,SYC,2022.0,78.1369548584545
Syrian Arab Republic,SYR,2022.0,42.0501708984375
Turks and Caicos Islands,TCA,2022.0,95.5202331542969
East Asia & Pacific (IDA & IBRD countries),TEA,2022.0,90.9774169921875
Europe & Central Asia (IDA & IBRD countries),TEC,2022.0,96.9985275268555
Thailand,THA,2022.0,94.929673800743
Tajikistan,TJK,2022.0,85.1438254472206
Turkmenistan,TKM,2022.0,93.1647186279297
Latin America & the Caribbean (IDA & IBRD countries),TLA,2022.0,100.131057739258
Tonga,TON,2022.0,101.076767164935
South Asia (IDA & IBRD),TSA,2022.0,79.9995727539062
Sub-Saharan Africa (IDA & IBRD countries),TSS,2022.0,43.7793312072754
Turkiye,TUR,2022.0,114.45539855957
Tuvalu,TUV,2022.0,100.0
Upper middle income,UMC,2022.0,96.6962585449219
Uruguay,URY,2022.0,128.742960061751
United States,USA,2022.0,98.6511611938477
Uzbekistan,UZB,2022.0,96.8054259764286
St. Vincent and the Grenadines,VCT,2022.0,130.509846236849
"Venezuela, RB",VEN,2022.0,100.249549865723
British Virgin Islands,VGB,2022.0,70.318733215332
Viet Nam,VNM,2022.0,90.5445572317873
Vanuatu,VUT,2022.0,82.8080237164725
World,WLD,2022.0,77.0481109619141
South Africa,ZAF,2022.0,108.68396751263
Afghanistan,AFG,2023.0,45.1596908569336
Africa Western and Central,AFW,2023.0,46.1132011413574
Angola,AGO,2023.0,48.1175394651696
Albania,ALB,2023.0,92.6682931237011
Andorra,AND,2023.0,99.4687423706055
Arab World,ARB,2023.0,67.6763610839844
United Arab Emirates,ARE,2023.0,102.195120776205
Argentina,ARG,2023.0,107.980730920017
Armenia,ARM,2023.0,88.2232017685754
Antigua and Barbuda,ATG,2023.0,109.004008633981
Australia,AUS,2023.0,131.09733581543
Austria,AUT,2023.0,99.5390701293945
Azerbaijan,AZE,2023.0,90.9502304680864
Belgium,BEL,2023.0,152.577819824219
Burkina Faso,BFA,2023.0,33.6455886002101
Bangladesh,BGD,2023.0,71.5461976300242
Bulgaria,BGR,2023.0,94.6070022583008
Bahrain,BHR,2023.0,101.916572717024
"Bahamas, The",BHS,2023.0,95.1823072325164
Bosnia and Herzegovina,BIH,2023.0,90.4367218017578
Belarus,BLR,2023.0,97.184372562362
Belize,BLZ,2023.0,84.5732792044884
Bermuda,BMU,2023.0,79.9730606079102
Bolivia,BOL,2023.0,91.2883197233107
Barbados,BRB,2023.0,104.055282592773
Brunei Darussalam,BRN,2023.0,93.2725572697522
Bhutan,BTN,2023.0,94.91450020137
Canada,CAN,2023.0,104.46174621582
Central Europe and the Baltics,CEB,2023.0,99.3405303955078
Switzerland,CHE,2023.0,101.31884765625
Chile,CHL,2023.0,104.630210876465
Cote d'Ivoire,CIV,2023.0,63.094766197367
Cameroon,CMR,2023.0,42.4944197803389
Costa Rica,CRI,2023.0,130.602096557617
Caribbean small states,CSS,2023.0,87.5298004150391
Cuba,CUB,2023.0,96.3481332918381
Curacao,CUW,2023.0,128.630460448642
Cayman Islands,CYM,2023.0,86.5183246073298
Cyprus,CYP,2023.0,105.460327148438
Czechia,CZE,2023.0,98.0195083618164
Germany,DEU,2023.0,97.6778869628906
Dominica,DMA,2023.0,96.3274307250977
Denmark,DNK,2023.0,126.258628845215
Dominican Republic,DOM,2023.0,79.048372719494
Algeria,DZA,2023.0,103.220718383789
East Asia & Pacific (excluding high income),EAP,2023.0,91.7414016723633
Early-demographic dividend,EAR,2023.0,77.2803115844727
East Asia & Pacific,EAS,2023.0,92.7077789306641
Europe & Central Asia (excluding high income),ECA,2023.0,98.6402130126953
Europe & Central Asia,ECS,2023.0,102.52490234375
Ecuador,ECU,2023.0,94.1827583420861
"Egypt, Arab Rep.",EGY,2023.0,83.0465220652019
Euro area,EMU,2023.0,108.208801269531
Spain,ESP,2023.0,120.571983337402
Estonia,EST,2023.0,110.660980224609
European Union,EUU,2023.0,107.276847839355
Fragile and conflict affected situations,FCS,2023.0,44.5917892456055
Finland,FIN,2023.0,151.367446899414
Fiji,FJI,2023.0,99.1709898140329
France,FRA,2023.0,104.395561218262
United Kingdom,GBR,2023.0,113.658416748047
Georgia,GEO,2023.0,99.8475609756098
Gibraltar,GIB,2023.0,75.0780762023735
Greece,GRC,2023.0,104.025230407715
Guatemala,GTM,2023.0,48.2479657338074
Guyana,GUY,2023.0,84.2535171508789
High income,HIC,2023.0,103.020812988281
Honduras,HND,2023.0,59.4406700134277
Heavily indebted poor countries (HIPC),HPC,2023.0,39.5125999450684
Croatia,HRV,2023.0,108.546096801758
Hungary,HUN,2023.0,104.916549682617
IBRD only,IBD,2023.0,88.590690612793
IDA & IBRD total,IBT,2023.0,73.7175903320312
IDA total,IDA,2023.0,47.9449806213379
IDA blend,IDB,2023.0,48.4693908691406
Indonesia,IDN,2023.0,97.4046705284819
IDA only,IDX,2023.0,48.0615310668945
India,IND,2023.0,78.7503140925354
"Iran, Islamic Rep.",IRN,2023.0,86.1972427368164
Iceland,ISL,2023.0,106.320831298828
Israel,ISR,2023.0,99.5341491699219
Italy,ITA,2023.0,100.401916503906
Jamaica,JAM,2023.0,85.6044566148171
Jordan,JOR,2023.0,93.1909358247647
Japan,JPN,2023.0,101.637001037598
Kazakhstan,KAZ,2023.0,94.8671029040021
Kenya,KEN,2023.0,84.7505339840655
Kyrgyz Republic,KGZ,2023.0,92.1027509613575
Cambodia,KHM,2023.0,60.3343523907692
Kiribati,KIR,2023.0,100.551571980143
St. Kitts and Nevis,KNA,2023.0,130.727762803234
"Korea, Rep.",KOR,2023.0,95.9690704345703
Latin America & Caribbean (excluding high income),LAC,2023.0,100.380447387695
Lao PDR,LAO,2023.0,53.2568302183413
Lebanon,LBN,2023.0,66.7372772721446
St. Lucia,LCA,2023.0,90.5332412719727
Latin America & Caribbean,LCN,2023.0,100.538856506348
Least developed countries: UN classification,LDC,2023.0,45.4348487854004
Sri Lanka,LKA,2023.0,90.4491165297148
Lower middle income,LMC,2023.0,68.203498840332
Low & middle income,LMY,2023.0,73.4478607177734
Late-demographic dividend,LTE,2023.0,94.5393371582031
Lithuania,LTU,2023.0,104.355499267578
Luxembourg,LUX,2023.0,108.685668945312
Latvia,LVA,2023.0,102.485107421875
"Macao SAR, China",MAC,2023.0,91.7987421383648
Morocco,MAR,2023.0,87.2227171713839
Moldova,MDA,2023.0,96.9969097488181
Maldives,MDV,2023.0,84.9893523087311
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2023.0,61.6829414367676
Mexico,MEX,2023.0,108.700912475586
Marshall Islands,MHL,2023.0,96.0382030420941
Middle income,MIC,2023.0,79.3529586791992
North Macedonia,MKD,2023.0,90.173713684082
Mali,MLI,2023.0,37.1307560416794
Malta,MLT,2023.0,103.851119995117
Montenegro,MNE,2023.0,95.1452331542969
Mongolia,MNG,2023.0,99.3672996596348
Malawi,MWI,2023.0,37.2564052253575
Malaysia,MYS,2023.0,82.6422941806466
North America,NAC,2023.0,97.2571105957031
Namibia,NAM,2023.0,86.2067962132394
Niger,NER,2023.0,20.6873224974982
Nigeria,NGA,2023.0,47.4061508178711
Nicaragua,NIC,2023.0,70.6665573120117
Netherlands,NLD,2023.0,140.839157104492
Norway,NOR,2023.0,116.642189025879
Nepal,NPL,2023.0,90.7214299008772
Nauru,NRU,2023.0,93.0666732788086
New Zealand,NZL,2023.0,117.271408081055
OECD members,OED,2023.0,106.005500793457
Pakistan,PAK,2023.0,39.5879695501278
Peru,PER,2023.0,113.164916992188
Philippines,PHL,2023.0,92.2052107888903
Palau,PLW,2023.0,97.6190476190476
Papua New Guinea,PNG,2023.0,48.1780291095574
Poland,POL,2023.0,107.910926818848
Pre-demographic dividend,PRE,2023.0,41.9789581298828
Puerto Rico (US),PRI,2023.0,112.479949951172
Portugal,PRT,2023.0,121.013473510742
Paraguay,PRY,2023.0,81.5245895544797
West Bank and Gaza,PSE,2023.0,92.1529721719084
Pacific island small states,PSS,2023.0,85.149528503418
Post-demographic dividend,PST,2023.0,103.374778747559
Qatar,QAT,2023.0,100.555801391602
Romania,ROU,2023.0,81.8756637573242
Russian Federation,RUS,2023.0,91.6148817164136
Rwanda,RWA,2023.0,48.7785157251447
South Asia,SAS,2023.0,78.5853118896484
Senegal,SEN,2023.0,50.2150531512901
Singapore,SGP,2023.0,102.676070813741
Sierra Leone,SLE,2023.0,91.7119293212891
El Salvador,SLV,2023.0,68.5344206950006
San Marino,SMR,2023.0,59.8075499629904
"Somalia, Fed. Rep.",SOM,2023.0,2.75847005844116
Sub-Saharan Africa (excluding high income),SSA,2023.0,44.2103118896484
Sub-Saharan Africa,SSF,2023.0,44.2121391296387
Small states,SST,2023.0,78.010009765625
Slovak Republic,SVK,2023.0,93.5071716308594
Slovenia,SVN,2023.0,108.57103729248
Sweden,SWE,2023.0,143.316436767578
Seychelles,SYC,2023.0,75.8835758835759
Syrian Arab Republic,SYR,2023.0,42.0292587280273
Turks and Caicos Islands,TCA,2023.0,101.720430107527
Chad,TCD,2023.0,19.2402040168684
East Asia & Pacific (IDA & IBRD countries),TEA,2023.0,91.7039489746094
Europe & Central Asia (IDA & IBRD countries),TEC,2023.0,96.8232421875
Togo,TGO,2023.0,59.0849653049812
Thailand,THA,2023.0,96.6361035696829
Tajikistan,TJK,2023.0,83.7874636593437
Latin America & the Caribbean (IDA & IBRD countries),TLA,2023.0,100.539413452148
Tonga,TON,2023.0,97.895246159429
South Asia (IDA & IBRD),TSA,2023.0,78.5853118896484
Sub-Saharan Africa (IDA & IBRD countries),TSS,2023.0,44.2121391296387
Trinidad and Tobago,TTO,2023.0,95.1876678466797
Turkiye,TUR,2023.0,116.872711181641
Tuvalu,TUV,2023.0,104.873949579832
Ukraine,UKR,2023.0,87.33740234375
Upper middle income,UMC,2023.0,97.1281433105469
Uruguay,URY,2023.0,125.241045093642
Uzbekistan,UZB,2023.0,97.0191649872622
St. Vincent and the Grenadines,VCT,2023.0,126.988335100742
"Venezuela, RB",VEN,2023.0,101.692710876465
British Virgin Islands,VGB,2023.0,67.6392572944297
Vanuatu,VUT,2023.0,134.925790252936
World,WLD,2023.0,76.9081802368164
South Africa,ZAF,2023.0,107.464974022043
Aruba,ABW,2024.0,128.74852420307
Africa Western and Central,AFW,2024.0,46.0673294067383
Albania,ALB,2024.0,106.71573638916
Andorra,AND,2024.0,101.475868225098
Arab World,ARB,2024.0,68.0927886962891
United Arab Emirates,ARE,2024.0,100.110276412248
Armenia,ARM,2024.0,90.1346954711088
Australia,AUS,2024.0,129.089096069336
Austria,AUT,2024.0,99.9565505981445
Azerbaijan,AZE,2024.0,89.60752233538
Burkina Faso,BFA,2024.0,33.2389182465594
Bangladesh,BGD,2024.0,70.4720309842244
Bulgaria,BGR,2024.0,93.8516082763672
Bahrain,BHR,2024.0,97.5734472078148
"Bahamas, The",BHS,2024.0,80.9443303948798
Belarus,BLR,2024.0,95.0767756373877
Belize,BLZ,2024.0,87.4232987312572
Bolivia,BOL,2024.0,90.2157592773438
Brazil,BRA,2024.0,105.251502990723
Barbados,BRB,2024.0,106.336565096953
Bhutan,BTN,2024.0,94.0369291275477
Central Europe and the Baltics,CEB,2024.0,99.3405303955078
Switzerland,CHE,2024.0,100.214630126953
Chile,CHL,2024.0,104.45320892334
Cote d'Ivoire,CIV,2024.0,64.4785040152839
Costa Rica,CRI,2024.0,126.321907043457
Caribbean small states,CSS,2024.0,87.1795120239258
Cuba,CUB,2024.0,92.6143549896492
Curacao,CUW,2024.0,94.2307662963867
Cayman Islands,CYM,2024.0,84.3549078439777
Cyprus,CYP,2024.0,106.717170715332
Germany,DEU,2024.0,97.7090530395508
Denmark,DNK,2024.0,124.96704864502
Dominican Republic,DOM,2024.0,80.5245385688015
Algeria,DZA,2024.0,106.533807793893
East Asia & Pacific (excluding high income),EAP,2024.0,91.4979476928711
Early-demographic dividend,EAR,2024.0,77.4464111328125
East Asia & Pacific,EAS,2024.0,92.4702835083008
Europe & Central Asia (excluding high income),ECA,2024.0,100.145317077637
Europe & Central Asia,ECS,2024.0,103.048332214355
"Egypt, Arab Rep.",EGY,2024.0,83.9216814420657
Euro area,EMU,2024.0,108.208801269531
Spain,ESP,2024.0,120.838081359863
Estonia,EST,2024.0,111.402633666992
European Union,EUU,2024.0,107.276863098145
Fragile and conflict affected situations,FCS,2024.0,44.4160385131836
Finland,FIN,2024.0,150.736312866211
Fiji,FJI,2024.0,99.1615984606398
France,FRA,2024.0,104.367149353027
Georgia,GEO,2024.0,97.8280378119792
Ghana,GHA,2024.0,76.4284133911133
Gibraltar,GIB,2024.0,80.2615203857422
Grenada,GRD,2024.0,101.705209063303
Guatemala,GTM,2024.0,50.4821609334209
Guyana,GUY,2024.0,91.9957253539941
High income,HIC,2024.0,103.079360961914
"Hong Kong SAR, China",HKG,2024.0,105.643880208333
Honduras,HND,2024.0,56.205606327767
Hungary,HUN,2024.0,106.523567199707
IBRD only,IBD,2024.0,88.5063400268555
IDA & IBRD total,IBT,2024.0,73.9897689819336
IDA total,IDA,2024.0,48.8147583007812
IDA blend,IDB,2024.0,50.6356391906738
Indonesia,IDN,2024.0,98.6691707526139
IDA only,IDX,2024.0,48.2256889343262
India,IND,2024.0,78.7182686071249
Israel,ISR,2024.0,98.6831588745117
Jamaica,JAM,2024.0,84.6436233520508
Jordan,JOR,2024.0,92.9268253048268
Kazakhstan,KAZ,2024.0,96.7445196567945
Kyrgyz Republic,KGZ,2024.0,92.5232415743903
Cambodia,KHM,2024.0,63.098667348683
Kiribati,KIR,2024.0,94.4197769165039
"Korea, Rep.",KOR,2024.0,95.8913192749023
Latin America & Caribbean (excluding high income),LAC,2024.0,100.766868591309
Lao PDR,LAO,2024.0,50.9977217073246
Lebanon,LBN,2024.0,67.5449829101562
St. Lucia,LCA,2024.0,91.621762558665
Latin America & Caribbean,LCN,2024.0,100.904640197754
Least developed countries: UN classification,LDC,2024.0,45.5513191223145
Lower middle income,LMC,2024.0,68.2359008789062
Low & middle income,LMY,2024.0,73.6635131835938
Late-demographic dividend,LTE,2024.0,94.8991470336914
Lithuania,LTU,2024.0,103.863700866699
Luxembourg,LUX,2024.0,109.880676269531
Latvia,LVA,2024.0,102.101348876953
"Macao SAR, China",MAC,2024.0,94.5308641975309
Morocco,MAR,2024.0,91.2537211746273
Monaco,MCO,2024.0,159.421646118164
Moldova,MDA,2024.0,99.3201300620751
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2024.0,63.667781829834
Mexico,MEX,2024.0,109.978668212891
Marshall Islands,MHL,2024.0,91.2586144359811
Middle income,MIC,2024.0,79.569450378418
Mauritius,MUS,2024.0,93.3869460880397
Malaysia,MYS,2024.0,81.5357622372136
North America,NAC,2024.0,97.55322265625
Namibia,NAM,2024.0,86.3728889011327
Niger,NER,2024.0,19.5379934744263
Norway,NOR,2024.0,115.499160766602
Nepal,NPL,2024.0,90.8899312933145
Nauru,NRU,2024.0,92.8211595890451
New Zealand,NZL,2024.0,118.336837768555
OECD members,OED,2024.0,106.082550048828
Oman,OMN,2024.0,94.5394515991211
Pakistan,PAK,2024.0,46.4835415439493
Peru,PER,2024.0,108.98267364502
Philippines,PHL,2024.0,86.1154588164975
Palau,PLW,2024.0,94.839609483961
Poland,POL,2024.0,107.191352844238
Pre-demographic dividend,PRE,2024.0,42.2162017822266
Puerto Rico (US),PRI,2024.0,82.970628221555
Paraguay,PRY,2024.0,80.8023312507795
Pacific island small states,PSS,2024.0,84.8050689697266
Post-demographic dividend,PST,2024.0,103.405113220215
Qatar,QAT,2024.0,99.5586624145508
Rwanda,RWA,2024.0,53.3234802182678
South Asia,SAS,2024.0,78.1734237670898
Saudi Arabia,SAU,2024.0,110.795878250097
El Salvador,SLV,2024.0,61.1295384065253
San Marino,SMR,2024.0,59.5952023988006
Serbia,SRB,2024.0,88.5398788452148
Sub-Saharan Africa (excluding high income),SSA,2024.0,44.4859504699707
South Sudan,SSD,2024.0,110.429168701172
Sub-Saharan Africa,SSF,2024.0,44.4877815246582
Small states,SST,2024.0,79.3243103027344
Slovak Republic,SVK,2024.0,93.8056869506836
Sweden,SWE,2024.0,141.029846191406
Seychelles,SYC,2024.0,73.0632629394531
Syrian Arab Republic,SYR,2024.0,41.8100318908691
Turks and Caicos Islands,TCA,2024.0,112.647058823529
Chad,TCD,2024.0,19.4390107130432
East Asia & Pacific (IDA & IBRD countries),TEA,2024.0,91.4581985473633
Europe & Central Asia (IDA & IBRD countries),TEC,2024.0,97.7441177368164
Thailand,THA,2024.0,94.0628144371624
Tajikistan,TJK,2024.0,82.8936127916098
Turkmenistan,TKM,2024.0,94.7373803445767
Latin America & the Caribbean (IDA & IBRD countries),TLA,2024.0,100.964630126953
Tonga,TON,2024.0,96.0905349794239
South Asia (IDA & IBRD),TSA,2024.0,78.1734237670898
Sub-Saharan Africa (IDA & IBRD countries),TSS,2024.0,44.4877815246582
Trinidad and Tobago,TTO,2024.0,98.4770166223362
Tuvalu,TUV,2024.0,104.399323181049
Ukraine,UKR,2024.0,86.3840713500977
Upper middle income,UMC,2024.0,97.5216217041016
Uzbekistan,UZB,2024.0,96.4939184204858
St. Vincent and the Grenadines,VCT,2024.0,125.951193912359
"Venezuela, RB",VEN,2024.0,102.248580932617
British Virgin Islands,VGB,2024.0,73.7792587280273
World,WLD,2024.0,77.0922470092773
Zambia,ZMB,2024.0,59.0707702636719
