country,country_code,year,female_labor_force_participation_rate
Sub-Saharan Africa,SSF,2017.0,63.5644481434374
Small states,SST,2017.0,50.4736490269545
Sao Tome and Principe,STP,2017.0,22.955
Suriname,SUR,2017.0,45.334
Slovak Republic,SVK,2017.0,52.626
Slovenia,SVN,2017.0,53.539
Sweden,SWE,2017.0,61.036
Eswatini,SWZ,2017.0,47.016
Syrian Arab Republic,SYR,2017.0,12.939
Chad,TCD,2017.0,49.161
East Asia & Pacific (IDA & IBRD countries),TEA,2017.0,59.8883930271885
Europe & Central Asia (IDA & IBRD countries),TEC,2017.0,48.5063188275407
Togo,TGO,2017.0,55.738
Thailand,THA,2017.0,59.351
Tajikistan,TJK,2017.0,22.25
Turkmenistan,TKM,2017.0,39.089
Latin America & the Caribbean (IDA & IBRD countries),TLA,2017.0,51.4873411609278
Timor-Leste,TLS,2017.0,61.479
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2017.0,19.5131426340615
Tonga,TON,2017.0,42.774
South Asia (IDA & IBRD),TSA,2017.0,27.8235308429986
Sub-Saharan Africa (IDA & IBRD countries),TSS,2017.0,63.5644481434374
Trinidad and Tobago,TTO,2017.0,51.621
Tunisia,TUN,2017.0,26.477
Turkiye,TUR,2017.0,33.533
Tanzania,TZA,2017.0,80.202
Uganda,UGA,2017.0,69.217
Ukraine,UKR,2017.0,49.785
Upper middle income,UMC,2017.0,54.7448335265151
Uruguay,URY,2017.0,56.059
United States,USA,2017.0,56.395
Uzbekistan,UZB,2017.0,39.652
St. Vincent and the Grenadines,VCT,2017.0,55.748
"Venezuela, RB",VEN,2017.0,46.185
Virgin Islands (U.S.),VIR,2017.0,56.528
Viet Nam,VNM,2017.0,72.575
Vanuatu,VUT,2017.0,54.838
World,WLD,2017.0,48.3737139576476
Samoa,WSM,2017.0,41.376
"Yemen, Rep.",YEM,2017.0,5.041
South Africa,ZAF,2017.0,48.632
Zambia,ZMB,2017.0,52.012
Zimbabwe,ZWE,2017.0,60.522
Africa Eastern and Southern,AFE,2018.0,61.2618358874407
Afghanistan,AFG,2018.0,19.805
Africa Western and Central,AFW,2018.0,65.8917145304178
Angola,AGO,2018.0,73.224
Albania,ALB,2018.0,51.406
Arab World,ARB,2018.0,18.8985863264177
United Arab Emirates,ARE,2018.0,51.312
Argentina,ARG,2018.0,49.146
Armenia,ARM,2018.0,53.631
Australia,AUS,2018.0,60.628
Austria,AUT,2018.0,55.426
Azerbaijan,AZE,2018.0,62.63
Burundi,BDI,2018.0,81.073
Belgium,BEL,2018.0,48.769
Benin,BEN,2018.0,73.755
Burkina Faso,BFA,2018.0,72.734
Bangladesh,BGD,2018.0,38.056
Bulgaria,BGR,2018.0,49.175
Bahrain,BHR,2018.0,43.209
"Bahamas, The",BHS,2018.0,71.023
Bosnia and Herzegovina,BIH,2018.0,38.384
Belarus,BLR,2018.0,58.081
Belize,BLZ,2018.0,54.103
Bolivia,BOL,2018.0,63.56
Brazil,BRA,2018.0,54.581
Barbados,BRB,2018.0,61.625
Brunei Darussalam,BRN,2018.0,57.72
Bhutan,BTN,2018.0,54.743
Botswana,BWA,2018.0,57.556
Central African Republic,CAF,2018.0,65.313
Canada,CAN,2018.0,60.965
Central Europe and the Baltics,CEB,2018.0,49.3521319289648
Switzerland,CHE,2018.0,63.007
Channel Islands,CHI,2018.0,51.305
Chile,CHL,2018.0,52.416
China,CHN,2018.0,61.585
Cote d'Ivoire,CIV,2018.0,56.841
Cameroon,CMR,2018.0,61.419
"Congo, Dem. Rep.",COD,2018.0,61.275
"Congo, Rep.",COG,2018.0,66.472
Colombia,COL,2018.0,53.244
Comoros,COM,2018.0,41.147
Cabo Verde,CPV,2018.0,48.62
Costa Rica,CRI,2018.0,48.659
Caribbean small states,CSS,2018.0,53.0431264714438
Cuba,CUB,2018.0,44.767
Cyprus,CYP,2018.0,59.627
Czechia,CZE,2018.0,52.559
Germany,DEU,2018.0,55.211
Djibouti,DJI,2018.0,18.34
Denmark,DNK,2018.0,57.649
Dominican Republic,DOM,2018.0,50.285
Algeria,DZA,2018.0,14.801
East Asia & Pacific (excluding high income),EAP,2018.0,60.0630901986516
Early-demographic dividend,EAR,2018.0,34.5762697110517
East Asia & Pacific,EAS,2018.0,59.3268263968999
Europe & Central Asia (excluding high income),ECA,2018.0,44.1969735256302
Europe & Central Asia,ECS,2018.0,50.5906111217756
Ecuador,ECU,2018.0,54.481
"Egypt, Arab Rep.",EGY,2018.0,18.415
Euro area,EMU,2018.0,50.9085737927019
Eritrea,ERI,2018.0,73.044
Spain,ESP,2018.0,51.873
Estonia,EST,2018.0,57.281
Ethiopia,ETH,2018.0,64.059
European Union,EUU,2018.0,50.8024288337289
Fragile and conflict affected situations,FCS,2018.0,53.2094751033114
Finland,FIN,2018.0,55.688
Fiji,FJI,2018.0,38.505
France,FRA,2018.0,50.813
Gabon,GAB,2018.0,41.909
United Kingdom,GBR,2018.0,57.525
Georgia,GEO,2018.0,55.742
Ghana,GHA,2018.0,61.516
Guinea,GIN,2018.0,43.497
"Gambia, The",GMB,2018.0,44.792
Guinea-Bissau,GNB,2018.0,56.399
Equatorial Guinea,GNQ,2018.0,53.911
Greece,GRC,2018.0,43.387
Guatemala,GTM,2018.0,38.408
Guam,GUM,2018.0,56.4
Guyana,GUY,2018.0,44.263
High income,HIC,2018.0,53.5055692761639
"Hong Kong SAR, China",HKG,2018.0,54.747
Honduras,HND,2018.0,50.022
Heavily indebted poor countries (HIPC),HPC,2018.0,58.5708378262226
Croatia,HRV,2018.0,45.012
Haiti,HTI,2018.0,62.139
Hungary,HUN,2018.0,51.527
IBRD only,IBD,2018.0,46.2878645286598
IDA & IBRD total,IBT,2018.0,47.1122937798797
IDA total,IDA,2018.0,50.002927000146
IDA blend,IDB,2018.0,49.4043268218828
Indonesia,IDN,2018.0,53.131
IDA only,IDX,2018.0,50.3145153270882
India,IND,2018.0,26.568
Ireland,IRL,2018.0,55.999
"Iran, Islamic Rep.",IRN,2018.0,17.341
Iraq,IRQ,2018.0,11.446
Iceland,ISL,2018.0,71.596
Israel,ISR,2018.0,60.857
Italy,ITA,2018.0,40.777
Jamaica,JAM,2018.0,58.309
Jordan,JOR,2018.0,14.649
Japan,JPN,2018.0,52.368
Kazakhstan,KAZ,2018.0,64.818
Kenya,KEN,2018.0,65.814
Kyrgyz Republic,KGZ,2018.0,44.016
Cambodia,KHM,2018.0,76.845
"Korea, Rep.",KOR,2018.0,53.224
Kuwait,KWT,2018.0,49.614
Latin America & Caribbean (excluding high income),LAC,2018.0,52.0029282826457
Lao PDR,LAO,2018.0,57.066
Lebanon,LBN,2018.0,28.47
Liberia,LBR,2018.0,72.024
Libya,LBY,2018.0,34.039
St. Lucia,LCA,2018.0,63.882
Latin America & Caribbean,LCN,2018.0,51.5981868332281
Least developed countries: UN classification,LDC,2018.0,52.1710919183271
Low income,LIC,2018.0,52.3725430270771
Sri Lanka,LKA,2018.0,33.105
Lower middle income,LMC,2018.0,37.0017313377425
Low & middle income,LMY,2018.0,46.7101018597699
Lesotho,LSO,2018.0,50.356
Late-demographic dividend,LTE,2018.0,58.9227607491681
Lithuania,LTU,2018.0,56.494
Luxembourg,LUX,2018.0,54.798
Latvia,LVA,2018.0,55.639
"Macao SAR, China",MAC,2018.0,64.995
Morocco,MAR,2018.0,22.23
Moldova,MDA,2018.0,66.419
Madagascar,MDG,2018.0,82.971
Maldives,MDV,2018.0,40.382
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2018.0,19.9759665959993
Mexico,MEX,2018.0,44.134
Middle income,MIC,2018.0,46.2903297797767
North Macedonia,MKD,2018.0,41.277
Mali,MLI,2018.0,55.62
Malta,MLT,2018.0,48.214
Myanmar,MMR,2018.0,48.438
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2018.0,18.5420905376257
Montenegro,MNE,2018.0,45.52
Mongolia,MNG,2018.0,51.717
Mozambique,MOZ,2018.0,77.84
Mauritania,MRT,2018.0,26.234
Mauritius,MUS,2018.0,45.604
Malawi,MWI,2018.0,58.895
Malaysia,MYS,2018.0,51.625
North America,NAC,2018.0,56.945456268338
Namibia,NAM,2018.0,55.388
New Caledonia,NCL,2018.0,54.368
Niger,NER,2018.0,60.589
Nigeria,NGA,2018.0,76.355
Nicaragua,NIC,2018.0,48.852
Netherlands,NLD,2018.0,61.139
Norway,NOR,2018.0,62.625
Nepal,NPL,2018.0,27.628
New Zealand,NZL,2018.0,65.221
OECD members,OED,2018.0,52.1687073380081
Oman,OMN,2018.0,30.37
Other small states,OSS,2018.0,49.4388064038304
Pakistan,PAK,2018.0,21.571
Panama,PAN,2018.0,54.501
Peru,PER,2018.0,69.85
Philippines,PHL,2018.0,45.532
Papua New Guinea,PNG,2018.0,49.709
Poland,POL,2018.0,49.857
Pre-demographic dividend,PRE,2018.0,60.5889957100086
Puerto Rico (US),PRI,2018.0,32.997
"Korea, Dem. People's Rep.",PRK,2018.0,77.788
Portugal,PRT,2018.0,54.337
Paraguay,PRY,2018.0,59.414
West Bank and Gaza,PSE,2018.0,17.665
Pacific island small states,PSS,2018.0,53.4872020772252
Post-demographic dividend,PST,2018.0,53.9612533614026
French Polynesia,PYF,2018.0,49.253
Qatar,QAT,2018.0,58.369
Romania,ROU,2018.0,42.932
Russian Federation,RUS,2018.0,55.416
Rwanda,RWA,2018.0,54.156
South Asia,SAS,2018.0,27.9107474591322
Saudi Arabia,SAU,2018.0,21.824
Sudan,SDN,2018.0,19.704
Senegal,SEN,2018.0,36.353
Singapore,SGP,2018.0,60.889
Solomon Islands,SLB,2018.0,82.361
Sierra Leone,SLE,2018.0,51.415
El Salvador,SLV,2018.0,44.928
"Somalia, Fed. Rep.",SOM,2018.0,21.056
Serbia,SRB,2018.0,46.379
Sub-Saharan Africa (excluding high income),SSA,2018.0,62.9802383351315
South Sudan,SSD,2018.0,71.286
Sub-Saharan Africa,SSF,2018.0,63.0914640685788
Small states,SST,2018.0,50.7218655713212
Sao Tome and Principe,STP,2018.0,23.092
Suriname,SUR,2018.0,45.863
Slovak Republic,SVK,2018.0,52.241
Slovenia,SVN,2018.0,53.719
Sweden,SWE,2018.0,61.259
Eswatini,SWZ,2018.0,47.083
Syrian Arab Republic,SYR,2018.0,13.137
Chad,TCD,2018.0,48.501
East Asia & Pacific (IDA & IBRD countries),TEA,2018.0,59.830264932121
Europe & Central Asia (IDA & IBRD countries),TEC,2018.0,48.5124646499709
Togo,TGO,2018.0,55.799
Thailand,THA,2018.0,59.569
Tajikistan,TJK,2018.0,21.43
Turkmenistan,TKM,2018.0,38.933
Latin America & the Caribbean (IDA & IBRD countries),TLA,2018.0,51.8380702465177
Timor-Leste,TLS,2018.0,61.62
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2018.0,18.5478328076139
Tonga,TON,2018.0,42.606
South Asia (IDA & IBRD),TSA,2018.0,27.9107474591322
Sub-Saharan Africa (IDA & IBRD countries),TSS,2018.0,63.0914640685788
Trinidad and Tobago,TTO,2018.0,51.338
Tunisia,TUN,2018.0,27.383
Turkiye,TUR,2018.0,34.115
Tanzania,TZA,2018.0,80.234
Uganda,UGA,2018.0,71.687
Ukraine,UKR,2018.0,49.498
Upper middle income,UMC,2018.0,54.6782535402675
Uruguay,URY,2018.0,55.954
United States,USA,2018.0,56.471
Uzbekistan,UZB,2018.0,39.739
St. Vincent and the Grenadines,VCT,2018.0,56.362
"Venezuela, RB",VEN,2018.0,44.85
Virgin Islands (U.S.),VIR,2018.0,52.911
Viet Nam,VNM,2018.0,72.897
Vanuatu,VUT,2018.0,54.395
World,WLD,2018.0,48.3048226894161
Samoa,WSM,2018.0,39.417
"Yemen, Rep.",YEM,2018.0,4.987
South Africa,ZAF,2018.0,48.518
Zambia,ZMB,2018.0,52.138
Zimbabwe,ZWE,2018.0,60.617
Africa Eastern and Southern,AFE,2019.0,60.6698092923716
Afghanistan,AFG,2019.0,18.298
Africa Western and Central,AFW,2019.0,65.661572505949
Angola,AGO,2019.0,72.985
Albania,ALB,2019.0,52.931
Arab World,ARB,2019.0,18.3085417594598
United Arab Emirates,ARE,2019.0,54.381
Argentina,ARG,2019.0,50.0
Armenia,ARM,2019.0,50.799
Australia,AUS,2019.0,61.031
Austria,AUT,2019.0,55.514
Azerbaijan,AZE,2019.0,62.441
Burundi,BDI,2019.0,80.888
Belgium,BEL,2019.0,49.097
Benin,BEN,2019.0,74.325
Burkina Faso,BFA,2019.0,72.467
Bangladesh,BGD,2019.0,39.33
Bulgaria,BGR,2019.0,50.385
Bahrain,BHR,2019.0,42.516
"Bahamas, The",BHS,2019.0,71.252
Bosnia and Herzegovina,BIH,2019.0,38.209
Belarus,BLR,2019.0,58.277
Belize,BLZ,2019.0,57.096
Bolivia,BOL,2019.0,66.243
Brazil,BRA,2019.0,55.306
Barbados,BRB,2019.0,61.588
Brunei Darussalam,BRN,2019.0,55.057
Bhutan,BTN,2019.0,60.631
Botswana,BWA,2019.0,58.044
Central African Republic,CAF,2019.0,65.359
Canada,CAN,2019.0,61.253
Central Europe and the Baltics,CEB,2019.0,49.300550105945
Switzerland,CHE,2019.0,63.079
Channel Islands,CHI,2019.0,51.31
Chile,CHL,2019.0,52.651
China,CHN,2019.0,61.305
Cote d'Ivoire,CIV,2019.0,56.176
Cameroon,CMR,2019.0,60.035
"Congo, Dem. Rep.",COD,2019.0,61.038
"Congo, Rep.",COG,2019.0,66.513
Colombia,COL,2019.0,52.398
Comoros,COM,2019.0,43.318
Cabo Verde,CPV,2019.0,50.407
Costa Rica,CRI,2019.0,52.726
Caribbean small states,CSS,2019.0,52.7031573868595
Cuba,CUB,2019.0,44.687
Cyprus,CYP,2019.0,60.096
Czechia,CZE,2019.0,52.3
Germany,DEU,2019.0,55.709
Djibouti,DJI,2019.0,18.531
Denmark,DNK,2019.0,58.06
Dominican Republic,DOM,2019.0,52.542
Algeria,DZA,2019.0,14.677
East Asia & Pacific (excluding high income),EAP,2019.0,59.8804331153185
Early-demographic dividend,EAR,2019.0,34.694704017229
East Asia & Pacific,EAS,2019.0,59.2434950535024
Europe & Central Asia (excluding high income),ECA,2019.0,44.1077865357059
Europe & Central Asia,ECS,2019.0,50.5703938826072
Ecuador,ECU,2019.0,54.402
"Egypt, Arab Rep.",EGY,2019.0,15.859
Euro area,EMU,2019.0,51.1086042152201
Eritrea,ERI,2019.0,72.929
Spain,ESP,2019.0,52.039
Estonia,EST,2019.0,57.34
Ethiopia,ETH,2019.0,62.001
European Union,EUU,2019.0,50.9563983949262
Fragile and conflict affected situations,FCS,2019.0,52.5566485467257
Finland,FIN,2019.0,55.677
Fiji,FJI,2019.0,38.526
France,FRA,2019.0,50.615
Gabon,GAB,2019.0,41.994
United Kingdom,GBR,2019.0,58.037
Georgia,GEO,2019.0,54.716
Ghana,GHA,2019.0,60.063
Guinea,GIN,2019.0,42.271
"Gambia, The",GMB,2019.0,45.017
Guinea-Bissau,GNB,2019.0,56.063
Equatorial Guinea,GNQ,2019.0,53.931
Greece,GRC,2019.0,43.513
Guatemala,GTM,2019.0,37.107
Guam,GUM,2019.0,56.497
Guyana,GUY,2019.0,41.347
High income,HIC,2019.0,53.8018629528811
"Hong Kong SAR, China",HKG,2019.0,54.51
Honduras,HND,2019.0,44.526
Heavily indebted poor countries (HIPC),HPC,2019.0,57.9492736696254
Croatia,HRV,2019.0,44.78
Haiti,HTI,2019.0,61.952
Hungary,HUN,2019.0,51.339
IBRD only,IBD,2019.0,46.1449611546806
IDA & IBRD total,IBT,2019.0,47.0135492896356
IDA total,IDA,2019.0,50.0134681698637
IDA blend,IDB,2019.0,49.8872275929028
Indonesia,IDN,2019.0,53.949
IDA only,IDX,2019.0,50.07897724066
India,IND,2019.0,26.539
Ireland,IRL,2019.0,56.207
"Iran, Islamic Rep.",IRN,2019.0,16.812
Iraq,IRQ,2019.0,11.582
Iceland,ISL,2019.0,71.457
Israel,ISR,2019.0,60.618
Italy,ITA,2019.0,40.908
Jamaica,JAM,2019.0,59.835
Jordan,JOR,2019.0,13.685
Japan,JPN,2019.0,53.24
Kazakhstan,KAZ,2019.0,64.661
Kenya,KEN,2019.0,62.817
Kyrgyz Republic,KGZ,2019.0,44.04
Cambodia,KHM,2019.0,77.289
"Korea, Rep.",KOR,2019.0,53.772
Kuwait,KWT,2019.0,49.32
Latin America & Caribbean (excluding high income),LAC,2019.0,52.5920683159216
Lao PDR,LAO,2019.0,58.125
Lebanon,LBN,2019.0,29.286
Liberia,LBR,2019.0,72.08
Libya,LBY,2019.0,33.993
St. Lucia,LCA,2019.0,64.312
Latin America & Caribbean,LCN,2019.0,52.0805413223399
Least developed countries: UN classification,LDC,2019.0,52.0105982774283
Low income,LIC,2019.0,52.0324372323567
Sri Lanka,LKA,2019.0,34.051
Lower middle income,LMC,2019.0,37.0198929089145
Low & middle income,LMY,2019.0,46.6588336733352
Lesotho,LSO,2019.0,48.958
Late-demographic dividend,LTE,2019.0,58.7099540739722
Lithuania,LTU,2019.0,57.226
Luxembourg,LUX,2019.0,54.933
Latvia,LVA,2019.0,55.474
"Macao SAR, China",MAC,2019.0,64.713
Morocco,MAR,2019.0,21.999
Moldova,MDA,2019.0,68.337
Madagascar,MDG,2019.0,82.916
Maldives,MDV,2019.0,40.76
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2019.0,20.0458350911069
Mexico,MEX,2019.0,45.573
Middle income,MIC,2019.0,46.2525362391608
North Macedonia,MKD,2019.0,42.856
Mali,MLI,2019.0,53.387
Malta,MLT,2019.0,49.326
Myanmar,MMR,2019.0,46.289
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2019.0,18.4953207554151
Montenegro,MNE,2019.0,46.888
Mongolia,MNG,2019.0,57.902
Mozambique,MOZ,2019.0,77.735
Mauritania,MRT,2019.0,26.263
Mauritius,MUS,2019.0,46.423
Malawi,MWI,2019.0,59.03
Malaysia,MYS,2019.0,51.783
North America,NAC,2019.0,57.3346190905226
Namibia,NAM,2019.0,55.322
New Caledonia,NCL,2019.0,53.254
Niger,NER,2019.0,60.214
Nigeria,NGA,2019.0,76.597
Nicaragua,NIC,2019.0,48.634
Netherlands,NLD,2019.0,61.656
Norway,NOR,2019.0,62.64
Nepal,NPL,2019.0,27.537
New Zealand,NZL,2019.0,65.314
OECD members,OED,2019.0,52.565010533522
Oman,OMN,2019.0,30.19
Other small states,OSS,2019.0,50.1267476289484
Pakistan,PAK,2019.0,23.241
Panama,PAN,2019.0,56.345
Peru,PER,2019.0,70.044
Philippines,PHL,2019.0,46.566
Papua New Guinea,PNG,2019.0,49.962
Poland,POL,2019.0,49.596
Pre-demographic dividend,PRE,2019.0,60.3076782755312
Puerto Rico (US),PRI,2019.0,33.291
"Korea, Dem. People's Rep.",PRK,2019.0,77.787
Portugal,PRT,2019.0,54.511
Paraguay,PRY,2019.0,60.256
West Bank and Gaza,PSE,2019.0,18.383
Pacific island small states,PSS,2019.0,53.4991348089838
Post-demographic dividend,PST,2019.0,54.3248552799796
French Polynesia,PYF,2019.0,49.219
Qatar,QAT,2019.0,59.083
Romania,ROU,2019.0,42.958
Russian Federation,RUS,2019.0,54.794
Rwanda,RWA,2019.0,51.87
South Asia,SAS,2019.0,28.0294677656731
Saudi Arabia,SAU,2019.0,24.365
Sudan,SDN,2019.0,18.466
Senegal,SEN,2019.0,37.308
Singapore,SGP,2019.0,61.822
Solomon Islands,SLB,2019.0,82.367
Sierra Leone,SLE,2019.0,51.584
El Salvador,SLV,2019.0,45.983
"Somalia, Fed. Rep.",SOM,2019.0,21.094
Serbia,SRB,2019.0,46.746
Sub-Saharan Africa (excluding high income),SSA,2019.0,62.7125253836588
South Sudan,SSD,2019.0,71.68
Sub-Saharan Africa,SSF,2019.0,62.6388905437086
Small states,SST,2019.0,51.0945323476456
Sao Tome and Principe,STP,2019.0,23.25
Suriname,SUR,2019.0,46.005
Slovak Republic,SVK,2019.0,52.171
Slovenia,SVN,2019.0,53.382
Sweden,SWE,2019.0,61.315
Eswatini,SWZ,2019.0,47.158
Syrian Arab Republic,SYR,2019.0,13.39
Chad,TCD,2019.0,48.531
East Asia & Pacific (IDA & IBRD countries),TEA,2019.0,59.6459196652863
Europe & Central Asia (IDA & IBRD countries),TEC,2019.0,48.237366823499
Togo,TGO,2019.0,55.867
Thailand,THA,2019.0,58.9
Tajikistan,TJK,2019.0,20.681
Turkmenistan,TKM,2019.0,38.788
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019.0,52.331706135581
Timor-Leste,TLS,2019.0,61.034
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2019.0,18.4960609602807
Tonga,TON,2019.0,42.647
South Asia (IDA & IBRD),TSA,2019.0,28.0294677656731
Sub-Saharan Africa (IDA & IBRD countries),TSS,2019.0,62.6388905437086
Trinidad and Tobago,TTO,2019.0,51.033
Tunisia,TUN,2019.0,28.272
Turkiye,TUR,2019.0,34.289
Tanzania,TZA,2019.0,80.265
Uganda,UGA,2019.0,73.85
Ukraine,UKR,2019.0,49.214
Upper middle income,UMC,2019.0,54.671881825819
Uruguay,URY,2019.0,56.002
United States,USA,2019.0,56.868
Uzbekistan,UZB,2019.0,39.89
St. Vincent and the Grenadines,VCT,2019.0,56.844
"Venezuela, RB",VEN,2019.0,42.344
Virgin Islands (U.S.),VIR,2019.0,50.563
Viet Nam,VNM,2019.0,71.511
Vanuatu,VUT,2019.0,53.95
World,WLD,2019.0,48.2843403158836
Samoa,WSM,2019.0,37.466
"Yemen, Rep.",YEM,2019.0,4.937
South Africa,ZAF,2019.0,48.579
Zambia,ZMB,2019.0,52.172
Zimbabwe,ZWE,2019.0,60.719
Africa Eastern and Southern,AFE,2020.0,59.4336814464777
Afghanistan,AFG,2020.0,16.474
Africa Western and Central,AFW,2020.0,64.3710758149085
Angola,AGO,2020.0,71.342
Albania,ALB,2020.0,52.252
Arab World,ARB,2020.0,17.617049774581
United Arab Emirates,ARE,2020.0,58.18
Argentina,ARG,2020.0,46.486
Armenia,ARM,2020.0,54.317
Australia,AUS,2020.0,60.136
Austria,AUT,2020.0,55.224
Azerbaijan,AZE,2020.0,64.382
Burundi,BDI,2020.0,78.558
Belgium,BEL,2020.0,48.659
Benin,BEN,2020.0,73.587
Burkina Faso,BFA,2020.0,69.457
Bangladesh,BGD,2020.0,40.323
Bulgaria,BGR,2020.0,49.517
Bahrain,BHR,2020.0,41.047
"Bahamas, The",BHS,2020.0,65.17
Bosnia and Herzegovina,BIH,2020.0,37.115
Belarus,BLR,2020.0,57.884
Belize,BLZ,2020.0,41.478
Bolivia,BOL,2020.0,65.02
Brazil,BRA,2020.0,50.338
Barbados,BRB,2020.0,59.687
Brunei Darussalam,BRN,2020.0,54.472
Bhutan,BTN,2020.0,63.002
Botswana,BWA,2020.0,56.142
Central African Republic,CAF,2020.0,64.776
Canada,CAN,2020.0,59.379
Central Europe and the Baltics,CEB,2020.0,48.9935911493099
Switzerland,CHE,2020.0,62.636
Channel Islands,CHI,2020.0,50.528
Chile,CHL,2020.0,45.442
China,CHN,2020.0,59.711
Cote d'Ivoire,CIV,2020.0,56.484
Cameroon,CMR,2020.0,58.059
"Congo, Dem. Rep.",COD,2020.0,60.259
"Congo, Rep.",COG,2020.0,63.276
Colombia,COL,2020.0,51.108
Comoros,COM,2020.0,44.892
Cabo Verde,CPV,2020.0,46.76
Costa Rica,CRI,2020.0,48.644
Caribbean small states,CSS,2020.0,48.7025489018963
Cuba,CUB,2020.0,42.291
Cyprus,CYP,2020.0,59.05
Czechia,CZE,2020.0,51.463
Germany,DEU,2020.0,55.113
Djibouti,DJI,2020.0,18.264
Denmark,DNK,2020.0,57.886
Dominican Republic,DOM,2020.0,47.412
Algeria,DZA,2020.0,13.206
East Asia & Pacific (excluding high income),EAP,2020.0,58.3387327461085
Early-demographic dividend,EAR,2020.0,33.4757918212212
East Asia & Pacific,EAS,2020.0,57.8451867787979
Europe & Central Asia (excluding high income),ECA,2020.0,42.5272725421191
Europe & Central Asia,ECS,2020.0,49.8192034299814
Ecuador,ECU,2020.0,48.241
"Egypt, Arab Rep.",EGY,2020.0,14.609
Euro area,EMU,2020.0,50.3555893988266
Eritrea,ERI,2020.0,71.989
Spain,ESP,2020.0,50.922
Estonia,EST,2020.0,57.133
Ethiopia,ETH,2020.0,59.297
European Union,EUU,2020.0,50.2947202876465
Fragile and conflict affected situations,FCS,2020.0,51.0112120980625
Finland,FIN,2020.0,55.175
Fiji,FJI,2020.0,36.179
France,FRA,2020.0,50.05
Gabon,GAB,2020.0,39.063
United Kingdom,GBR,2020.0,58.277
Georgia,GEO,2020.0,55.206
Ghana,GHA,2020.0,57.957
Guinea,GIN,2020.0,41.854
"Gambia, The",GMB,2020.0,44.823
Guinea-Bissau,GNB,2020.0,56.768
Equatorial Guinea,GNQ,2020.0,50.146
Greece,GRC,2020.0,42.721
Guatemala,GTM,2020.0,38.299
Guam,GUM,2020.0,53.58
Guyana,GUY,2020.0,40.299
High income,HIC,2020.0,53.1263535929613
"Hong Kong SAR, China",HKG,2020.0,53.728
Honduras,HND,2020.0,47.039
Heavily indebted poor countries (HIPC),HPC,2020.0,57.1146123822701
Croatia,HRV,2020.0,44.447
Haiti,HTI,2020.0,61.366
Hungary,HUN,2020.0,51.34
IBRD only,IBD,2020.0,44.4548232886122
IDA & IBRD total,IBT,2020.0,45.5934920992222
IDA total,IDA,2020.0,49.4651151428102
IDA blend,IDB,2020.0,49.1972397457984
Indonesia,IDN,2020.0,53.203
IDA only,IDX,2020.0,49.6038093562406
India,IND,2020.0,25.998
Ireland,IRL,2020.0,55.055
"Iran, Islamic Rep.",IRN,2020.0,13.723
Iraq,IRQ,2020.0,10.885
Iceland,ISL,2020.0,69.309
Israel,ISR,2020.0,59.403
Italy,ITA,2020.0,39.501
Jamaica,JAM,2020.0,57.579
Jordan,JOR,2020.0,14.975
Japan,JPN,2020.0,53.09
Kazakhstan,KAZ,2020.0,63.607
Kenya,KEN,2020.0,62.167
Kyrgyz Republic,KGZ,2020.0,43.877
Cambodia,KHM,2020.0,77.09
"Korea, Rep.",KOR,2020.0,53.137
Kuwait,KWT,2020.0,46.538
Latin America & Caribbean (excluding high income),LAC,2020.0,48.5519551668175
Lao PDR,LAO,2020.0,58.68
Lebanon,LBN,2020.0,25.944
Liberia,LBR,2020.0,71.393
Libya,LBY,2020.0,31.009
St. Lucia,LCA,2020.0,49.331
Latin America & Caribbean,LCN,2020.0,47.9649197766993
Least developed countries: UN classification,LDC,2020.0,51.5886278936304
Low income,LIC,2020.0,51.4431365311419
Sri Lanka,LKA,2020.0,31.663
Lower middle income,LMC,2020.0,36.3029487988934
Low & middle income,LMY,2020.0,45.2437864088649
Lesotho,LSO,2020.0,48.489
Late-demographic dividend,LTE,2020.0,56.9949747694025
Lithuania,LTU,2020.0,57.363
Luxembourg,LUX,2020.0,55.927
Latvia,LVA,2020.0,55.844
"Macao SAR, China",MAC,2020.0,63.655
Morocco,MAR,2020.0,20.688
Moldova,MDA,2020.0,68.085
Madagascar,MDG,2020.0,82.152
Maldives,MDV,2020.0,37.104
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2020.0,19.2557433194363
Mexico,MEX,2020.0,41.704
Middle income,MIC,2020.0,44.7659506145011
North Macedonia,MKD,2020.0,41.861
Mali,MLI,2020.0,50.63
Malta,MLT,2020.0,51.25
Myanmar,MMR,2020.0,44.726
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2020.0,17.4525668795672
Montenegro,MNE,2020.0,43.343
Mongolia,MNG,2020.0,56.048
Mozambique,MOZ,2020.0,76.87
Mauritania,MRT,2020.0,25.873
Mauritius,MUS,2020.0,43.111
Malawi,MWI,2020.0,63.125
