"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"East Asia & Pacific","EAS","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","63.1391487121582","","","","","","","","53.5661506652832","","","","","","","","77.2912368774414","","","","","","","","","","82.7893753682379","71.1","","70.4","82.3734701436034","72.6","72.3","72.7819900512695","73.0590972900391","72.6386184692383","73.2085723876953","74.6643295288086","75.3808517456055","77.5891494750977","79.9098815917969","81.1201705932617","81.6388092041016","81.2731628417969","81","81.6","81.6676635742188","84.216796875","84.2836227416992","82.2","82.5664367675781","",
"Egypt, Arab Rep.","EGY","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.3436508178711","","38.4865810894513","40.2019424806381","44.5981009376781","45.3363280779354","46.9438153774714","46.0200461117071","46.6948361858404","50.4255599369029","53.0426580666544","53.0915526951758","56.2874256862558","","59.4815284912731","61.8553581237793","60.803336372947","63.5008322704849","","",
"Euro area","EMU","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","69.8618469238281","","","","","","","","","","","49.2873115539551","","","","","50.7000007629395","","","","","","","","","","100","100","100","100","100","","","","84.2258834838867","83.4783935546875","84.3269577026367","84.6617431640625","85.2227020263672","85.348030090332","86.0695419311523","86.4073867797852","87.1545104980469","","88.449951171875","88.8346481323242","89.6412963867188","91.0810738400248","90.6152420043945","91.9022201588327","91.9943466186523","93.0881214554508","93.3834777825214","93.7736929140754","93.3153139607453","",
"Estonia","EST","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.0566177368164","","","","","","","","100","","","99.1209411621094","","","","","","","","","","","","","","","","","","","","99.8205032348633","99.8300476074219","99.9084999612679","99.8985349634063","","",
"Ethiopia","ETH","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.57268296372926","","","","","","12.4330960508977","","15.448579788208","","","","14.2070198059082","","","","","12.7853498458862","","","17.99342918396","","30.7543974849539","23.2203102111816","","","",
"European Union","EUU","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Fiji","FJI","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","27.7360000610352","","","","","","","","","","50.1729583740234","","","","","","","","","","70.7871780395508","","","","","","","","","","","82.7723693847656","","","","95.3093799099454","","","","","96.2868288680375","","","","","91.4405822753906","","","","",
"France","FRA","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","98.2811508178711","98.4731216430664","98.3375504734056","99.0572128295898","99.1517791748047","98.7673187255859","98.2807998657227","98.3288269042969","98.3417816162109","97.7096710205078","97.3054428100586","97.2997589111328","97.3900985717773","97.3834686279297","97.3640748713473","97.4697189331055","97.7704697767033","100","100","100","","",
"Faroe Islands","FRO","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.8231474631116","","","","","","","","","","","",
"Gabon","GAB","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.693359375","99.7409515380859","99.81787109375","99.7562866210938","99.7972717285156","99.7952117919922","","","100","","","100","100","","","","",
"Georgia","GEO","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.7520980834961","","","","","","","90.1738883200009","90.9829348374119","","97.6972579956055","98.6519310391467","98.5472564697266","98.9810599710537","99.1223983764648","99.2200393676758","97.4532623291016","98.9626083374023","99.1882744286025","99.2976899862665","99.2300567626953","99.2196807861328","99.5197677612305","",
"Ghana","GHA","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.899776598143","","","","","","41.094683787687","","","","57.0107116699219","","","50.5831310599681","","43.9012318300658","","49.8616409301758","","","","50.1549987792969","57.2265586853027","61.735179901123","61.0257606506348","",
"Gibraltar","GIB","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.78552555434317","","","","","","","","","","","","9.12483978271484","","14.5551996231079","","11.1811504364014","","","","","","","",
"Gambia, The","GMB","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","2.39868998527527","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3754596710205","","34.478931427002","","","40.1403388977051","","",
"Guinea-Bissau","GNB","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.7465249513604","18.1450163724087","","","22.3481597900391","","","",
"Equatorial Guinea","GNQ","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","63.9000015258789","","","","","","","","","","","79.1944245157322","83.0709730004985","82.566586077025","83.3852709758851","83.62761926726","84.4166311071179","85.5282364570733","85.3647986355725","86.2774465522922","86.8818174187724","87.2341654545467","88.4431901301696","88.8004403196914","89.4355392456055","94.5828399658203","90.713508605957","91.0323181152344","90.6527705488905","91.237548828125","91.3002380611475","92.1231885749813","92.6034365336027","92.9754028320312","93.7157669067383","89.1640930175781","94.1832640667162","94.7357433117297","95.2994678875985","95.2883071899414","95.9393672280272","96.4577975713456","96.557024143255","96.6118817715714","",
"Grenada","GRD","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","99.058648866259","98.985597966487","99.0458784226745","","97.3403780727487","","",
"Greenland","GRL","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.7","","27.6558990478516","30.4588671303893","30.9422019578375","","26.1227207183838","","","","34.9782541344846","36.8148546338439","37.4809799194336","39.6520004272461","38.8","38.7603302001953","43.8628411804231","42.918753607556","43.2886880471681","46.0521011352539","","48.5837085460029","47.637321472168","58.5","50.4160385131836","",
"Guam","GUM","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","78.5484313964844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.857177734375","","","","","","","","","","","","","","","","86.0081055958915","84.6027297973633","","","","","","",
"High income","HIC","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","30.7611999511719","","","","","","","","","","48.8126907348633","","","","","","","","","","","","","","","","","","","","","","","","","89.9091796875","","90.7491912841797","91.1951522827148","91.2860336303711","91.8467025756836","","100","93.0020980834961","93.4399185180664","100","93.9081268310547","100","94.0477600097656","100","100","94.6763916015625","100","100","",
"Honduras","HND","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","11.5819797515869","","","","","","","","","","","","","","","","","","","","","","","","","","","45.7","","","46","46.4","48.1644683784792","46.142261505127","50.9534108442742","51.4","51.7","53.6097106933594","53.289249420166","55.3","58.7716407775879","60.5022583007812","61.8123893737793","59.7039372504022","60.1624183654785","62.2","","61.9329754014265","64.4768584709898","63.2654418945312","66.6986923217773","",
"Heavily indebted poor countries (HIPC)","HPC","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.063346862793","","","100","100","96.6980926216735","96.7872148867818","97.4005034252318","97.5499750271197","97.4479018846925","95.4384994506836","97.6229889870283","97.8912866969417","98.3906598179204","98.2451147817708","98.0940829313265","98.5461852686428","98.581123677673","98.6952366584759","98.9272234476889","98.8687196315066","99.1033396327621","99.3386004716253","","",
"Haiti","HTI","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","4.43262004852295","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0895204544067","","","","","","","","","33.9569334716212","","","","","42.0090599060059","","","","","","","","",
"Hungary","HUN","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","84.2852478027344","","","","","","","","","","89.5820236206055","","","","","","","","","","","","","","","","","100","100","","","98.2376327514648","","","","98.8287734985352","","","","","","","","99.5806503295898","99.4277877807617","99.5034790039062","99.5367202758789","99.562661877704","99.5801045374466","99.5397960780674","99.6411514282227","99.5863806107478","99.5260696411133","99.7394485409182","","",
"IBRD only","IBD","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","14.0502595901489","","","","","","","","","19.4928207397461","","","","","","","","","","","46.3692772265577","46.2850860417233","48.6790550518122","49.9283494772821","","57.5257931411829","55.8781203999912","60.1633785020398","62.3453164568334","65.3085322530551","","","","","","74.0626220703125","66.1956100463867","67.371696472168","67.9933319091797","69.6649098282052","69.7320404052734","70.8069913984706","72.2677571753533","72.3322219848633","73.6172637939453","76.5524673461914","74.1445922851562","74.9173583984375","77.293810215155","78.8771896362305","82.3444187393014","80.4424313065094","81.1035966749599","","",
"IDA only","IDX","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.2127369239366","","","","","","27.127346594869","","","","","32.2060043455237","","","","","39.3457084157553","40.330020904541","41.0819108172599","","","","45.1310691833496","","49.3155403137207","50.131950378418","51.8468208312988","53.5735413229795","53.9429817199707","59.0563888549805","","",
"Not classified","INX","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","","","","","100","100","100","100","99.5266526585871","99.56161118439","99.5749651680639","99.3336413727154","99.4163224039806","99.4421877959211","99.5211448771315","99.4396480519666","99.6257599519584","99.6036215925103","99.6125799698643","99.7451446368121","99.8071928661113","99.7596936763164","99.8518456068795","99.6900603547235","99.9024642305131","99.6637260650616","","",
"Iran, Islamic Rep.","IRN","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.3162504287585","65.456222282164","66.6130971063443","66.823028397646","67.7076137433527","68.5982373260848","70.0680826514608","","","","","","","","80.0972753041898","80.9863032124097","81.8444787912091","81.9856998069427","82.4451698908818","","",
"Iraq","IRQ","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.443359375","","","","","47.5305786132812","","","","","","","",
"Iceland","ISL","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","","100","100","100","100","100","99.8540114459792","","100","100","100","100","100","100","100","100","100","100","","",
"Israel","ISR","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.2245635986328","","91.0505218505859","93.2694091796875","","93.1659164428711","93.0851821899414","93.7702178955078","93.947509765625","93.9485397338867","94.2344818115234","94.3380432128906","95.495561083247","95.1420880375704","95.0512635839597","95.2426545777331","95.499408254426","95.2163441834626","95.1917495727539","95.5984479542536","","",
"Italy","ITA","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","63.8969612121582","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","","","","89.881591796875","","100","","89.6761932373047","90.081169128418","90.2476196289062","90.7640914916992","91.2734375","91.61376953125","92.0078506469727","92.5458908081055","93.4165176870247","93.4437637329102","93.7325820922852","94.6881056910846","95.1299868509924","95.6084916083218","95.9694932107221","95.6621932983398","96.7913611187783","96.9105243279416","97.3621551887428","","",
"Jamaica","JAM","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.3149831468419","98.2434000831082","98.2854751568454","98.1756229900973","98.5265204750179","98.4105605004049","98.5635201284829","","98.8500326306269","98.9362354934898","99.084711508582","99.1222151270321","","99.0908442889584","94.4587936401367","99.1765883637993","","",
"Jordan","JOR","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.1980590820312","","79.6539306640625","","","","","","","84.1981201171875","86.3865203857422","","85.6606369018555","","","82.4891128540039","","",
"Japan","JPN","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6679077148438","","","","","","","","","","","","","","","","","","","","99.5429306030273","","","","","","","","","","99.6135787963867","","","","","",
"Kazakhstan","KAZ","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","","","","","","","","","","","","","","","","","","99.993049621582","","99.9331130981445","","","","","","98.7278137207031","","","99.9330902099609","99.8653793334961","","","","","99.2917633056641","",
"Kenya","KEN","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.4267234983398","","","","","","59.1938526179707","","","","51.156421661377","47.1344604492188","","","","","","","","","74.3599166870117","70.4604110717773","72.6540374755859","74.2419128417969","","74.6436309814453","",
"Kyrgyz Republic","KGZ","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.0994720458984","","","","","","","","","","97.2626419067383","","","","","","","","","98.5526504516602","","","","","98.3843765258789","","",
"Cambodia","KHM","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.1807474138812","36.1821751872092","","","","","","23.892520904541","26.8151302337646","25.2727203369141","","","","","17.1000099182129","15.308690071106","","","","31.1973705291748","38.7759060932905","35.2416610717773","","41.8408484412314","","",
"Kiribati","KIR","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.4968353216464","","","89.0673217773438","95.9497341217091","96.8699982215899","","","99.0345836849718","93.5483093261719","",
"St. Kitts and Nevis","KNA","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","97.0999984741211","","","","","","","","","","98.991943359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","53.861499786377","","","","","","","","","","","","","","","78.1149368286133","","","","","82.6999969482422","","","","","84.1190567016602","","","","","87.3397674560547","","","","90.102905343746","89.5769119262695","91.1667501811767","91.6677488871215","91.9642111687298","86.2607879638672","91.2238693237305","92.9375248340099","93.4231509028408","93.7821854557745","94.2463574776057","92.8199920654297","94.6215179346218","94.6846511482534","94.9011466666293","95.0458511880634","95.203712763092","95.5400270154449","95.8029155720663","96.2300422937879","96.4325799431325","",
"Kuwait","KWT","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","18.8999996185303","","","","","26.6000003814697","","","","","37.2793998718262","","","","","50.0874481201172","","","41.7326889038086","","","","","","","","","","","","","","","","","52.5363502502441","55.1656188964844","55.3842506408691","59.694149017334","","","","64.0228881835938","61.7840690612793","","64.4744110107422","","65.319221496582","65.7795333862305","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.702278137207","","","","","","55.9401016235352","","",
"Lebanon","LBN","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","21.7000007629394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.7300491333008","","","","","","","","","","","92.7415924072266","","","","","","","",
"Liberia","LBR","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","4.54401016235352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.4967547962486","","","","","","26.1587505340576","","","33.6186218261719","","","","","","",
"Libya","LBY","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","14.1000003814697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","4.80000019073486","","","","","","","","","","7.56928014755249","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.2764892578125","","","","","",
"Latin America & Caribbean","LCN","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.0445098876953","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","38.5288581848145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.4497985839844","","","","","","","","","","81.7636622854148","","82.4224034345953","83.3614851923344","83.66681208894","83.7324162398975","84.4906514744353","84.9498391981298","85.6703840162438","85.7766530946192","86.2168986421663","86.2683005366659","86.6419067382812","","",
"Lower middle income","LMC","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
